IMU												UWB							Encoder Odometry		
.header.stamp.secs	.linear_acceleration.x	.linear_acceleration.y	.linear_acceleration.z	.angular_velocity.x	.angular_velocity.y	.angular_velocity.z	.orientation.x	.orientation.y	.orientation.z	.orientation.w		.header.stamp.secs	range1	range2	range3	range4	range5		.header.stamp.secs	odom.x	odom.y
706772351639	0.510357167801261	-0.035316903906409	-10.491018749839	0.023236727575862	-0.014035742157126	-0.456613949175217	-0.582360216399999	0.0427001496	-0.0264526084	0.811336411699999		1715156681444454193	5108	4944	3292	3787	4930		1715156742958896114	0.491098378267088	-2.21398552837835
706824291881	0.621513868932053	0.112602881351113	-10.1192067138969	0.049268371975547	0.021272315457387	-0.424754220159462	-0.576720574	0.0418273478	-0.0252776829	0.8154654356		1715156681518891096	5145	4893	3259	3651	4911		1715156742978898294	0.506275071560355	-2.22191183161438
706875303944	0.770228220367059	-0.4928558883043	-10.2629792250156	-0.030406196498735	-0.051344247788615	-0.417595776307384	-0.571483763199999	0.0420287636	-0.0234649407	0.819158058599999		1715156681593957424	5131	4902	3305	3750	4954		1715156742998896057	0.521443322201533	-2.22984612523007
706926298092	0.592157864457741	-0.116958619742048	-10.1477886652588	0.039424962401964	-0.001235072554555	-0.426477584990366	-0.5687310806	0.0437407979	-0.0246398662	0.8209708008		1715156681669107913	5094	4963	3254	3670	4916		1715156743018906567	0.536616141788652	-2.23779521783103
706976291677	0.735625912737101	0.071219480479974	-10.2034608681201	0.075673988690711	0.002442350445826	-0.419505362677512	-0.563158576799999	0.0433379663	-0.0225921389	0.824864839599999		1715156681744295835	5065	4925	3268	3722	4897		1715156743038928417	0.551792447821717	-2.2457585651507
707029339845	0.754446713867411	-0.365386606004461	-10.2879967618942	0.000881468610039	-0.036052335197488	-0.402567524986553	-0.5580896125	0.0435393821	-0.0209472432	0.8283560468		1715156681818740367	5108	4996	3306	3778	4925		1715156743058895767	0.56692233630407	-2.25370996167205
707076338624	0.575597884398885	-0.304975611118227	-10.1845925015211	0.036324655902516	-0.001645023552183	-0.419493278584065	-0.553087786799999	4.37E-02	-0.0191009317	0.831712976799999		1715156681893606901	5094	4954	3296	3759	4954		1715156743078895293	0.583097959074927	-2.26222417159289
707133296669	0.53235170359686	-0.435889517446607	-10.2607790846228	0.038715658573946	-0.042520029964205	-0.419033017768672	-0.5499322726	0.0465606191	-0.0204101344	0.833626426899999		1715156681962714433	5108	4972	3277	0	4907		1715156743098897265	0.599291930143254	-2.27070824973024
707181333247	0.640318376514688	-0.090020179537172	-9.94223686657548	-0.027512322434471	-0.004341714074453	-0.424433941748867	-0.544359768799999	0.0460570796	-0.0188659466	0.837352619199999		1715156682024254560	5084	0	0	3609	4916		1715156743118909881	0.615510839368327	-2.27916561765698
707233315928	0.657819765609502	-0.180788583625759	-10.1642920562922	0.040749002872167	-0.001849209335309	-0.414740201828546	-0.5389886808	0.0454192629	-0.0172546202	0.8408773957		1715156682098614931	5112	4986	3287	3736	4954		1715156743138894196	0.63172305852344	-2.28757979674287
707281267016	0.659128802381455	-0.172613058617804	-10.2188723722636	-0.048369671620943	-0.010148668171749	-0.415356490594304	-0.533516884899999	0.0439422137	-0.0157440017	0.8444693108		1715156682174273252	5117	4925	3301	3703	4930		1715156743158921829	0.647986617286646	-2.29598093092976
707335316476	0.520825151127949	-0.556582474011927	-10.1681896482527	0.014671658212058	0.026238821687736	-0.419489383710971	-0.5302270935	4.68E-02	-0.0167510807	0.8463827609		1715156682249081611	5108	4944	3273	3731	4949		1715156743178894981	0.664044432583651	-2.3042365908666
707385337417	0.526596391473151	-0.311390556194446	-10.5825852729022	-0.017667446041694	0.000935492939353	-0.42338322483029	-0.5248560055	0.046325634	-0.0148376306	0.849773260199999		1715156682316745042	5112	4944	3273	0	4921		1715156743198924748	0.680145994934606	-2.31251909322431
707438297621	0.846647150919958	-0.159162862876243	-10.1390944866716	-0.040546069997103	0.025555009304776	-0.380559694370356	-0.519686333299999	0.0447478769	-0.0128234726	0.8530630516		1715156682390886306	5117	4883	3306	3736	4916		1715156743218896093	0.696198822626526	-2.32078087812772
707488390580	1.00032358174175	0.457081614285521	-9.93787399519085	0.050027593429247	0.013133886580809	-0.227022798309972	-0.5182428534	0.0453856936	-0.0141326753	0.853868714799999		1715156682465451002	5070	4972	3273	3698	4925		1715156743238895716	0.712272611621805	-2.32905779618063
707539326744	0.480794461773708	0.44854792348966	-10.1352109232366	-0.001671579091344	0.065898289987843	-0.077032716834112	-0.5181085762	0.0422301794	-0.0139312595	0.854137269199999		1715156682539574623	5112	4897	3306	3698	4939		1715156743258902260	0.72835019084848	-2.33734101924168
707590310089	0.852529486956819	-0.026668763267889	-10.3161204480946	-0.03278529192726	-0.011072095352896	-0.036728403607339	-0.520458427199999	0.0398467591	-0.0131927349	0.8528280665		1715156682614464282	5108	4939	3273	3853	4916		1715156743278898310	0.743902128918797	-2.34535764355948
707642339508	0.641245647427439	0.35258857229501	-10.2497608470022	0.018899026968396	-0.027366922161331	0.007242917033202	-0.5229761247	3.73E-02	-1.22E-02	0.851418155899999		1715156682689246416	5098	4954	3306	4274	4907		1715156743298897008	0.759464694800192	-2.35335868541258
707693316461	0.683593308487161	-0.251323424576129	-10.0790395386815	-0.008368225348842	0.075161837845953	-0.094790508535192	-0.527709396	0.0384704178	-0.0143005218	0.848396918899999		1715156682763850212	5112	4991	3268	4387	4949		1715156743318895995	0.775036037347202	-2.36134318720946
707743305907	0.853249252598732	0.020062901012739	-10.058832616955	0.039917285180168	-0.108015183942037	-0.053315661107924	-0.5285150592	0.0382354327	-0.0133270121	0.8479269487		1715156682838516712	5080	4963	3292	4396	4930		1715156743338899485	0.790619421950896	-2.36931281799568
707794369340	0.148761040120944	-0.171694007544126	-10.9894545937001	-0.025464511761984	0.054803094833382	-0.034745122576422	-0.5305963558	0.0376647546	-0.0130584577	0.846651315299999		1715156682907074928	5098	4897	3263	0	4954		1715156743358896762	0.806206483842138	-2.37726329693726
707846328028	0.483508104646578	0.239373550394922	-10.4723245707631	0.025001972695502	-0.037847085229173	-0.004785617255088	-0.5332483305	0.036590537	-0.0130584577	0.8450399889		1715156682982697725	5065	4855	3235	3717	4996		1715156743378897117	0.821198351381506	-2.38488998461652
707897355590	0.802538033145666	0.056169402660569	-10.6036514418065	0.036563882669811	0.003322285137495	-0.066581045428745	-0.537343785099999	0.0383361406	-0.0152740315	0.842320875599999		1715156683057662487	5051	4789	3188	3759	5009		1715156743398897071	0.836193181180756	-2.39251010218064
707948369439	0.897408420059829	0.114800510126398	-10.1722322016417	0.011629075729238	-0.072716073924608	-0.030065214091259	-0.539122958	0.0375304774	-0.0143340911	0.841246658		1715156683125890493	5005	4808	3174	0	5019		1715156743418897468	0.851191603217703	-2.40012396991859
707999418934	0.7520003436286	0.148104128848481	-10.3579336369514	-0.015352407959764	-0.007605629690846	0.000722375358659	-0.5412713932	0.0358855817	-0.0133605814	0.8399374553		1715156683201200962	0	4813	3123	3802	5047		1715156743438895305	0.86619136250391	-2.40773044377347
708051344230	1.00466862520873	0.115285690694302	-9.72315864684283	0.034006476122737	-0.046906560046377	-0.026541177856433	-0.5435205363	0.0342742553	-1.27E-02	0.838561113999999		1715156683269439458	4968	4817	3099	0	5009		1715156743458895271	0.881195972878594	-2.41533130684273
708102358854	0.519506360146962	0.148485173188475	-10.4186490946769	0.0054058934804	-0.022798377502219	-0.00205128669588	-0.5470788821	0.0361541361	-0.015106185	0.8361105551		1715156683344707250	4968	4733	3085	3909	5070		1715156743478917402	0.897613940412532	-2.42363930399413
708152343600	0.545505784202367	-0.135600374511023	-10.1668651216506	0.014293618334132	-0.021019381732857	-0.017299394058153	-0.5490594708	0.0356170273	-0.0148376306	0.834868490999999		1715156683420135736	4977	4724	3029	0	5061		1715156743498897415	0.91405066754795	-2.43182365189271
708205391336	0.594512757020816	0.031505332561885	-10.2973269002974	-0.003973125037431	-0.025406296725031	-0.027186191311261	-0.550972920899999	0.0350463492	-0.0143676604	0.833626426899999		1715156683494351387	4930	4663	3001	3956	5094		1715156743518914400	0.930570405156368	-2.4399166568669
708255347065	0.661817164682596	0.191072424290888	-10.2643855846822	0.079262806319053	-0.025910277074788	-0.013841230488712	-0.5526178166	0.0348785027	-0.0134612893	0.8325522093		1715156683569843769	4916	4583	2944	3909	5084		1715156743538899318	0.947115596954299	-2.44788984540234
708306349997	0.492325544287264	-0.154751530973706	-10.4639624006092	0.005170503329551	0.05215848848596	-0.019937104274768	-0.555907607999999	0.0373962002	-0.0152404622	0.8302359276		1715156683645609617	4888	4471	2912	3956	5145		1715156743558897830	0.963723222694013	-2.45576137146919
708357379045	0.82338785588555	-0.005584149958019	-9.90740871430039	0.010233275551224	-0.01399922668157	-0.025056588303795	-0.5575189344	0.0366576756	-0.014099106	0.829195279299999		1715156683713552236	4883	0	2869	3970	5159		1715156743578895649	0.979673887284785	-2.46319566637752
708409390652	0.857779224178567	0.130031004280317	-10.0875221203446	-0.027304391971174	0.037972241316839	-0.004590229656347	-0.559197399399999	0.0348785027	-1.27E-02	0.828154631		1715156683788733482	4850	4283	2813	4059	5183		1715156743598895457	0.995695898524812	-2.47047915490323
708460396022	1.34942679613903	-0.046436921401042	-9.78994611795842	0.025654191249436	-0.054532230544575	-0.025169262904446	-0.560842295099999	0.0332671763	-0.010406483	0.827181121299999		1715156683864036798	4850	4265	2757	4110	5220		1715156743618897823	1.01178829500453	-2.47761134010362
708510378972	0.99187855561003	-0.062509492402291	-9.82123382114767	-0.027012166217592	0.044130951140459	-0.028002943286291	-0.563628547	0.0351470571	-0.011077869	0.8251669633		1715156683938573837	4808	4625	2711	4106	5286		1715156743638897648	1.02794553690357	-2.48458974322202
708561367406	1.1852820897296	-0.156531162665784	-9.9218662787199	-0.027993122879771	-0.075970173815819	-0.014963529224261	-0.565038457599999	0.0341735474	-0.0097686663	0.824260592199999		1715156684013768434	4799	4893	2673	4115	5262		1715156743658895520	1.04416662368934	-2.49141399605372
708613388295	0.150218499787105	0.290130746147874	-10.5742043980479	0.016867747660316	0.094084654333024	0.007649646750238	-0.5667169226	0.0333678842	-0.009735097	0.823152805299999		1715156684088744640	4780	4846	2617	4200	5286		1715156743678898619	1.06001167219426	-2.49790396362797
708661450780	0.635346287190541	0.304653850084263	-9.93370869220495	0.059486513281639	-0.021730081639853	-0.000919797063716	-0.5681604025	0.0326293596	-0.0098022356	0.822179295599999		1715156684164290904	4785	4738	2841	4228	5337		1715156743698916611	1.07592245115446	-2.50426549565824
708715445018	0.3126039505722	0.005146158116264	-10.1690173312485	-0.002603798345129	0.004264343523151	-0.006898548458011	-0.5706109614	0.035919151	-0.013092027	0.820299414799999		1715156684239120721	4775	4710	2841	4283	5389		1715156743718896312	1.09185554657246	-2.51048130005014
708765392230	0.468707352812588	-0.108184827446844	-10.1698251405	-0.008823285718028	-0.038555124055674	0.014005537124997	-0.572356565	0.0361205668	-0.0135284279	0.8190573507		1715156684313604831	4766	4663	2813	4354	5408		1715156743738915143	1.10787147780929	-2.51657527549871
708818410990	1.13497506716325	0.074550131873181	-9.98295466141104	-0.001866962008747	-0.018593046403902	-0.035993433564316	-0.5739007528	0.0353484729	-0.0131255963	0.818016702399999		1715156684382010936	4789	0	2682	4312	5464		1715156743758897827	1.1239090025855	-2.52252379638489
708865429937	1.31038204908221	0.04257687583887	-10.2696895363092	0.016250255270581	0.040710399519929	-0.041995482936811	-0.574773554599999	0.0335693	-0.0117828243	0.8175131629		1715156684457593441	4738	4574	2593	4330	5492		1715156743778898927	1.14027399140631	-2.52843822355325
708919425038	1.57669051428437	-0.119076150752138	-10.2765810493886	0.040271935013582	0.03512853038842	-0.026629020560513	-0.5767541433	0.0343413939	-0.0116149778	0.816069682999999		1715156684526103496	0	4527	2566	4358	5543		1715156743798895965	1.1566983621103	-2.53417498042662
708970470861	1.66374759709909	0.073832128930092	-10.1824227562665	0.028745584481611	-0.010990774272595	-0.033745527947802	-0.5778954995	0.032226528	-0.0084258943	0.815398296999999		1715156684600716829	4747	4509	2542	5159	5534		1715156743818896476	1.17318638591143	-2.5397356050036
709022429398	1.28983391270264	-0.104748587654158	-10.5762315199613	-0.028974191894059	-0.027168874522391	-0.001439192538876	-0.579338979399999	0.0306487709	-0.0062103205	0.814458356599999		1715156684676714420	4752	4518	2472	5216	5571		1715156743838897618	1.18973383254874	-2.54511859574143
709070498416	1.46255384749472	0.05918572284102	-9.84198551727533	0.017354015908229	-0.024706786255802	-0.015618455672068	-0.5811181523	0.0282989199	-0.0038940388	0.813283431099999		1715156684744602918	4789	4480	2444	0	5618		1715156743858896714	1.20633656767013	-2.55032261543029
709123414039	0.151167882066965	0.167463786095846	-10.6280961472332	0.007986082018213	0.087138772347826	0.001121203302491	-0.5832330182	0.0311858797	-0.0068145679	0.8116721047		1715156684819389104	4761	4485	2420	5192	5632		1715156743878896903	1.2223442357603	-2.55515151415526
709174377629	0.80591393931955	-0.046185102064442	-9.98100820351839	0.032063758364173	-0.119169359792265	-0.000800672294707	-0.5843408051	0.031219449	-0.0068817065	0.8108664415		1715156684893946886	4747	4471	2369	5183	5665		1715156743898895878	1.23841299513962	-2.55976938540817
709226499493	0.28999314604178	-0.181105924212932	-10.2170124236106	-0.035741606716113	0.032868782027434	-0.00400050098105	-0.5856164385	0.0317229885	-0.0079894934	0.809892931799999		1715156684961362838	0	4419	2327	5267	5736		1715156743918938309	1.2545760844918	-2.56418531250216
709277440843	0.102077432216145	-0.133483957745786	-10.6803126566827	-0.038670821760281	0.001746790765672	-0.009325416419184	-0.587664165799999	0.0349456413	-0.0116485471	0.8082480361		1715156685037493705	4799	4438	2327	5248	5843		1715156743938941450	1.27076412119907	-2.56837979705454
709328470798	0.744869395770132	0.284508869411796	-10.3895819901466	-0.012034015614768	-0.012110722976541	-0.014078759490812	-0.588469829	0.0339385623	-0.0115142699	0.807710927299999		1715156685112885475	4832	4466	2294	5375	5806		1715156743958896009	1.28696643431915	-2.57235151811705
709379390647	0.581359334002435	-0.001667752832419	-10.4154085053205	-0.005561173457006	-0.002747098258018	0.015810020178229	-0.589476908	0.0336364386	-0.0119171015	0.806972402699999		1715156685187715053	4803	4363	2312	4996	5890		1715156743978895924	1.30119089471718	-2.57564133964226
709431391511	1.04305695418342	-0.214759041359275	-10.0214103565335	-0.019108395122563	-0.046335303670177	0.02205521199706	-0.591289650199999	0.0326964982	-0.0105743295	0.805696769299999		1715156685262124538	4883	4448	2294	4986	5914		1715156743998897237	1.31548712397717	-2.57860880133752
709481411519	0.999864293666929	0.017870740713726	-10.1704271980464	0.015507134498206	-0.041788110072867	-0.02653241855316	-0.5932366696	0.0353149036	-0.0122192252	0.804119012199999		1715156685336812973	4888	4443	2312	4874	5951		1715156744018897541	1.32984609321686	-2.58125199895144
709532453381	0.914150442154705	0.074831455865479	-9.9909088352859	0.004829628592845	-0.021363597384344	-0.004418649781484	-0.5940087635	0.0340392702	-0.0112792848	0.803649042		1715156685411669015	4949	4040	2312	4949	6012		1715156744038924535	1.34428041012559	-2.58357283909303
709583447053	0.966936422055214	-0.132376215699594	-9.9343914137721	0.003620591688875	-0.051994059094594	-0.000990247037224	-0.5949822732	0.0335021614	-0.0104400523	0.8029440867		1715156685473793745	4921	3848	2294	0	0		1715156744058935840	1.35875224180699	-2.58556460826212
709635424247	0.618671923504397	-0.252291301493905	-10.299951403582	0.01375963581022	-0.020532972004511	-0.010630107359592	-0.595620089899999	0.0338714237	-0.0099700821	0.802440547199999		1715156685540940046	4911	3877	2331	0	6059		1715156744078898201	1.37322994556514	-2.58722429106937
709686464354	0.756053126150742	-0.022875620345911	-10.0793890827715	-0.041918222136874	-0.029291884125565	0.013018861948555	-0.597701386499999	0.0360869975	-0.0118163936	0.8007956515		1715156685615905046	4949	3769	2355	5033	6152		1715156744098898798	1.38776335740244	-2.58862167338955
709736421769	0.199809674834832	0.005187398875528	-10.2337379329621	0.001775826373598	0.076212255158908	0.003716729983707	-0.598674896199999	0.035247765	-0.0118499629	0.8000906962		1715156685691270112	5000	3787	2383	5028	6138		1715156744118897435	1.40231850135857	-2.58975248850968
709787487425	0.765153766646981	-0.080296411307063	-10.0365260926008	-0.029491627449104	-0.051514257334702	-0.014123886547424	-0.599245574299999	0.0346099483	-0.0114807006	0.7997214339		1715156685766352415	5094	3684	2425	5084	6185		1715156744138897197	1.41689273559053	-2.59061656866384
709839481731	0.367899027216807	-0.179095881298463	-10.1850227096319	-0.024070665262302	0.056925018366173	-0.005443885137826	-0.599648405899999	0.0342742553	-0.0113799927	0.799419310199999		1715156685841680049	5178	3703	2448	5126	6218		1715156744158898156	1.43148122522816	-2.59121358103121
709890428324	0.27531503420677	0.158444047082401	-10.5545995338678	-0.004963658936636	0.046179675193976	-0.009531939360233	-0.600588346299999	0.0361541361	-0.0137298437	0.7985800777		1715156685909874916	5220	0	2448	5126	6270		1715156744178939243	1.44572680576267	-2.59153532116395
709941488433	0.821732782154902	0.417427210897766	-10.1848672268092	0.063214522688829	0.003903359839621	0.008451478261231	-0.601159024399999	0.0340728395	-0.0122527945	0.798277953999999		1715156685985572814	5248	3651	2495	5183	6335		1715156744198897532	1.45991706928033	-2.59158310888649
709993492207	0.556644360266998	-0.069667931055883	-10.5168803363263	0.012769901119417	0.039223515071445	0.011395360457043	-0.601863979699999	0.0336364386	-0.011413562	0.7977744145		1715156686053684711	5192	3576	0	5220	6345		1715156744218897757	1.47413546229238	-2.59135891199833
710044462781	0.736242218004539	-0.449606017707847	-10.4280575590133	-0.052891656734059	-0.004741080047046	-0.003706019602846	-0.6026025043	0.0330993298	-0.0095336812	0.797270874999999		1715156686121602296	5131	3549	0	5098	6349		1715156744238934331	1.48837277131437	-2.59086123795252
710094458093	0.836801464210078	0.053284303077776	-9.85498645314574	-0.008791186304514	-0.007158522914673	-0.007288956430546	-0.6031396131	0.0348449334	-0.0100372207	0.796767335499999		1715156686188962697	5140	3497	2519	5080	0		1715156744258898332	1.50254637037386	-2.5900929742454
710145468731	0.829364080750942	0.283745703019574	-9.96892262892723	0.028640387537958	0.041961144803506	-0.003348261881245	-0.6031396131	0.0327300675	-0.0084930329	0.796901612699999		1715156686256484746	5080	3497	2570	0	6312		1715156744278944930	1.51578159180434	-2.58912121435328
710197435602	0.956186114655807	0.108717427353048	-9.80800024556517	-0.018051777637695	-0.029521556802449	0.004712155100746	-0.6032738903	0.0308166174	-0.0068481372	0.7968680434		1715156686324851989	5112	3539	2575	5080	0		1715156744298939740	1.52896050273128	-2.58788714005149
710248546446	0.59688405272942	-0.032671997154504	-10.5538431625425	-0.028174708854222	0.052273562012187	0.006897487354764	-0.6034753061	0.0293395682	-0.0055053652	0.7968009048		1715156686399674415	5103	3567	2542	5047	6410		1715156744318939734	1.54211547015065	-2.58638903215509
