Frame	Time	uav X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		6D X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
209	20.80000	-602.50363	-783.57056	1594.86821	-5.33565	-0.69567	-49.96167	0.73857	0.64325	-0.76157	0.07897	0.76556	0.64138	-0.05057	-0.01214	0.09298	0.99559		-602.50363	-783.57056	1594.86821	-5.34117	-0.71782	-49.97284	0.78093	0.64310	-0.76166	0.07930	0.76568	0.64125	-0.05032	-0.01253	0.09308	0.99558	
210	20.90000	-581.72147	-802.16031	1605.29428	-5.55601	-0.12435	-48.68573	0.82808	0.66019	-0.74743	0.07415	0.75110	0.65725	-0.06230	-0.00217	0.09682	0.99530		-581.72147	-802.16031	1605.29428	-5.56103	-0.14662	-48.69683	0.86779	0.66004	-0.74753	0.07448	0.75123	0.65712	-0.06205	-0.00256	0.09691	0.99529	
211	21.00000	-560.47424	-828.55917	1615.03736	-4.96005	0.31667	-47.16182	0.88609	0.67992	-0.73086	0.05966	0.73327	0.67703	-0.06283	0.00553	0.08646	0.99624		-560.47424	-828.55917	1615.03736	-4.96448	0.29426	-47.17288	0.92588	0.67978	-0.73096	0.05999	0.73340	0.67691	-0.06258	0.00514	0.08654	0.99624	
212	21.10000	-539.47499	-859.12150	1621.51402	-4.87645	0.34878	-45.26814	0.94874	0.70378	-0.70820	0.05612	0.71040	0.70087	-0.06414	0.00609	0.08501	0.99636		-539.47499	-859.12150	1621.51402	-4.88015	0.32621	-45.27922	0.98763	0.70364	-0.70831	0.05646	0.71053	0.70076	-0.06389	0.00569	0.08507	0.99636	
213	21.20000	-518.14930	-888.78158	1622.38334	-6.13220	-0.14997	-43.32798	0.96385	0.72744	-0.68204	0.07519	0.68617	0.72347	-0.07592	-0.00262	0.10682	0.99427		-518.14930	-888.78158	1622.38334	-6.13512	-0.17262	-43.33908	1.00357	0.72730	-0.68215	0.07553	0.68631	0.72336	-0.07567	-0.00301	0.10687	0.99427	
214	21.30000	-493.95269	-916.89286	1617.79311	-7.52056	-0.33058	-41.78382	0.74083	0.74565	-0.66003	0.09147	0.66631	0.73975	-0.09378	-0.00577	0.13088	0.99138		-493.95269	-916.89286	1617.79311	-7.52288	-0.35330	-41.79492	0.78540	0.74552	-0.66013	0.09181	0.66645	0.73966	-0.09353	-0.00617	0.13092	0.99137	
215	21.40000	-467.17059	-943.49031	1612.30306	-8.23824	-0.78503	-38.85541	0.72082	0.77866	-0.61935	0.10045	0.62730	0.77193	-0.10308	-0.01370	0.14328	0.98959		-467.17059	-943.49031	1612.30306	-8.23940	-0.80783	-38.86651	0.76682	0.77853	-0.61946	0.10079	0.62745	0.77184	-0.10283	-0.01410	0.14330	0.98958	
216	21.50000	-440.18851	-969.53584	1610.21891	-8.13324	-1.48259	-36.19778	0.79364	0.80671	-0.58168	0.10422	0.59038	0.80103	-0.09904	-0.02587	0.14143	0.98961		-440.18851	-969.53584	1610.21891	-8.13335	-1.50545	-36.20885	0.83458	0.80659	-0.58179	0.10456	0.59053	0.80095	-0.09879	-0.02627	0.14143	0.98960	
217	21.60000	-409.48208	-992.93690	1610.69784	-7.60307	-2.05673	-33.61845	0.81603	0.83221	-0.54484	0.10288	0.55330	0.82805	-0.09048	-0.03589	0.13222	0.99057		-409.48208	-992.93690	1610.69784	-7.60214	-2.07955	-33.62949	0.86802	0.83209	-0.54496	0.10322	0.55346	0.82798	-0.09023	-0.03629	0.13221	0.99056	
218	21.70000	-372.27971	-1013.05175	1610.19372	-7.00295	-1.73235	-31.60164	0.82782	0.85132	-0.51696	0.08944	0.52377	0.84729	-0.08812	-0.03023	0.12186	0.99209		-372.27971	-1013.05175	1610.19372	-7.00122	-1.75514	-31.61265	0.87427	0.85121	-0.51709	0.08978	0.52393	0.84722	-0.08787	-0.03063	0.12183	0.99208	
219	21.80000	-330.23909	-1030.10150	1608.24566	-6.72353	-1.48543	-30.28407	1.04695	0.86325	-0.49820	0.08127	0.50412	0.85913	-0.08812	-0.02592	0.11704	0.99279		-330.23909	-1030.10150	1608.24566	-6.72132	-1.50817	-30.29504	1.07275	0.86314	-0.49833	0.08161	0.50428	0.85906	-0.08787	-0.02632	0.11700	0.99278	
220	21.90000	-284.36129	-1044.22989	1606.67521	-6.62722	-1.80105	-29.06575	0.90857	0.87363	-0.47940	0.08335	0.48557	0.86998	-0.08571	-0.03143	0.11535	0.99283		-284.36129	-1044.22989	1606.67521	-6.62452	-1.82372	-29.07671	0.92817	0.87353	-0.47953	0.08369	0.48573	0.86992	-0.08546	-0.03182	0.11530	0.99282	
221	22.00000	-236.51927	-1058.44436	1608.93339	-5.80293	-1.29401	-27.04965	0.75681	0.89039	-0.45040	0.06599	0.45465	0.88709	-0.07983	-0.02258	0.10108	0.99462		-236.51927	-1058.44436	1608.93339	-5.79942	-1.31656	-27.06062	0.78045	0.89029	-0.45054	0.06633	0.45481	0.88702	-0.07959	-0.02298	0.10102	0.99462	
222	22.10000	-194.85072	-1070.25206	1612.40309	-5.39153	-1.28069	-25.94008	0.60802	0.89903	-0.43361	0.06111	0.43732	0.89619	-0.07476	-0.02235	0.09394	0.99533		-194.85072	-1070.25206	1612.40309	-5.38758	-1.30317	-25.95105	0.64443	0.89894	-0.43375	0.06145	0.43749	0.89613	-0.07452	-0.02274	0.09387	0.99532	
223	22.20000	-162.29030	-1078.93504	1615.38784	-5.80714	-2.14184	-24.63627	0.53776	0.90834	-0.41128	0.07597	0.41657	0.90588	-0.07647	-0.03737	0.10111	0.99417		-162.29030	-1078.93504	1615.38784	-5.80267	-2.16420	-24.64716	0.57282	0.90824	-0.41142	0.07631	0.41673	0.90583	-0.07622	-0.03776	0.10103	0.99417	
224	22.30000	-132.62752	-1087.48186	1616.34857	-6.34547	-2.61048	-23.56686	0.47697	0.91564	-0.39276	0.08568	0.39940	0.91299	-0.08321	-0.04555	0.11041	0.99284		-132.62752	-1087.48186	1616.34857	-6.34057	-2.63276	-23.57771	0.51744	0.91555	-0.39290	0.08602	0.39957	0.91294	-0.08296	-0.04593	0.11032	0.99283	
225	22.40000	-101.29225	-1099.51162	1616.84105	-6.43965	-2.44779	-22.22486	0.32207	0.92486	-0.37142	0.08171	0.37790	0.92168	-0.08777	-0.04271	0.11205	0.99278		-101.29225	-1099.51162	1616.84105	-6.43422	-2.46995	-22.23570	0.36887	0.92478	-0.37156	0.08205	0.37807	0.92163	-0.08752	-0.04310	0.11196	0.99278	
226	22.50000	-69.27090	-1116.75157	1619.04567	-6.03715	-2.14930	-19.95898	0.13636	0.93928	-0.33575	0.07096	0.34111	0.93607	-0.08613	-0.03750	0.10510	0.99375		-69.27090	-1116.75157	1619.04567	-6.03085	-2.17119	-19.96984	0.23083	0.93920	-0.33589	0.07129	0.34128	0.93603	-0.08588	-0.03789	0.10499	0.99375	
227	22.60000	-37.45568	-1136.84548	1622.52753	-5.84937	-2.10192	-18.13743	0.14328	0.94967	-0.30612	0.06640	0.31109	0.94653	-0.08549	-0.03668	0.10184	0.99412		-37.45568	-1136.84548	1622.52753	-5.84237	-2.12359	-18.14827	0.19138	0.94960	-0.30627	0.06673	0.31126	0.94649	-0.08525	-0.03706	0.10172	0.99412	
228	22.70000	-7.38863	-1155.39463	1623.93230	-6.29917	-2.22075	-16.15500	0.32760	0.95979	-0.27247	0.06752	0.27803	0.95590	-0.09467	-0.03875	0.10964	0.99322		-7.38863	-1155.39463	1623.93230	-6.29144	-2.24216	-16.16580	0.33900	0.95972	-0.27262	0.06786	0.27820	0.95587	-0.09443	-0.03912	0.10950	0.99322	
229	22.80000	21.63625	-1171.19502	1626.29293	-6.65833	-2.57045	-13.84393	0.15384	0.96997	-0.23262	0.07100	0.23904	0.96565	-0.10192	-0.04485	0.11583	0.99226		21.63625	-1171.19502	1626.29293	-6.64972	-2.59153	-13.85465	0.16949	0.96991	-0.23277	0.07133	0.23921	0.96563	-0.10168	-0.04522	0.11568	0.99226	
230	22.90000	51.63875	-1185.46887	1630.18876	-6.31370	-2.44163	-11.48596	0.19388	0.97908	-0.19333	0.06339	0.19895	0.97496	-0.09934	-0.04260	0.10987	0.99303		51.63875	-1185.46887	1630.18876	-6.30422	-2.46234	-11.49667	0.21441	0.97903	-0.19348	0.06373	0.19913	0.97495	-0.09909	-0.04296	0.10971	0.99304	
231	23.00000	83.99537	-1195.70175	1632.25671	-5.97742	-2.12797	-9.55025	0.26799	0.98546	-0.16120	0.05370	0.16580	0.98142	-0.09657	-0.03713	0.10406	0.99388		83.99537	-1195.70175	1632.25671	-5.96723	-2.14834	-9.56101	0.30107	0.98542	-0.16135	0.05403	0.16598	0.98141	-0.09632	-0.03749	0.10389	0.99388	
232	23.10000	117.07589	-1203.44696	1631.21017	-5.47333	-1.77356	-7.66891	0.30073	0.99058	-0.12991	0.04326	0.13338	0.98693	-0.09042	-0.03095	0.09534	0.99496		117.07589	-1203.44696	1631.21017	-5.46249	-1.79356	-7.67971	0.34346	0.99055	-0.13008	0.04360	0.13357	0.98693	-0.09018	-0.03130	0.09515	0.99497	
233	23.20000	151.04615	-1208.25187	1628.97852	-4.95125	-1.81154	-5.88176	0.36100	0.99424	-0.09938	0.04017	0.10242	0.99130	-0.08263	-0.03161	0.08626	0.99577		151.04615	-1208.25187	1628.97852	-4.93978	-1.83118	-5.89253	0.40322	0.99421	-0.09954	0.04051	0.10261	0.99130	-0.08239	-0.03195	0.08606	0.99578	
234	23.30000	188.74367	-1208.65758	1627.45246	-5.02802	-2.55936	-4.40119	0.39730	0.99606	-0.07254	0.05108	0.07666	0.99351	-0.08397	-0.04465	0.08756	0.99516		188.74367	-1208.65758	1627.45246	-5.01604	-2.57872	-4.41179	0.43448	0.99603	-0.07271	0.05141	0.07685	0.99352	-0.08373	-0.04499	0.08735	0.99516	
235	23.40000	234.72941	-1208.20853	1627.74922	-4.97112	-2.79093	-2.96249	0.43153	0.99748	-0.04727	0.05292	0.05162	0.99513	-0.08403	-0.04869	0.08655	0.99506		234.72941	-1208.20853	1627.74922	-4.95866	-2.80999	-2.97301	0.46085	0.99745	-0.04744	0.05326	0.05180	0.99514	-0.08379	-0.04902	0.08633	0.99506	
236	23.50000	282.18533	-1208.76072	1630.50890	-4.89941	-3.14882	-1.77821	0.42709	0.99801	-0.02623	0.05735	0.03098	0.99601	-0.08367	-0.05493	0.08528	0.99484		282.18533	-1208.76072	1630.50890	-4.88655	-3.16760	-1.78864	0.45467	0.99799	-0.02639	0.05769	0.03116	0.99603	-0.08342	-0.05526	0.08505	0.99484	
237	23.60000	327.79190	-1209.56316	1636.91757	-4.90271	-3.54012	-1.16371	0.45155	0.99789	-0.01496	0.06324	0.02027	0.99624	-0.08420	-0.06175	0.08530	0.99444		327.79190	-1209.56316	1636.91757	-4.88963	-3.55876	-1.17405	0.48404	0.99786	-0.01513	0.06358	0.02045	0.99626	-0.08395	-0.06207	0.08507	0.99444	
238	23.70000	372.97484	-1212.17151	1642.81128	-4.93528	-3.13794	-0.11162	0.57603	0.99850	0.00277	0.05470	0.00195	0.99630	-0.08592	-0.05474	0.08590	0.99480		372.97484	-1212.17151	1642.81128	-4.92188	-3.15635	-0.12203	0.60856	0.99848	0.00260	0.05504	0.00213	0.99632	-0.08568	-0.05506	0.08567	0.99480	
239	23.80000	413.03960	-1216.19111	1647.23662	-4.87772	-3.20586	0.62756	0.62141	0.99838	0.01567	0.05479	-0.01094	0.99627	-0.08563	-0.05592	0.08490	0.99482		413.03960	-1216.19111	1647.23662	-4.86408	-3.22410	0.61717	0.64905	0.99836	0.01550	0.05512	-0.01075	0.99629	-0.08539	-0.05624	0.08466	0.99482	
240	23.90000	450.65043	-1218.32133	1650.12621	-5.37532	-3.55671	1.61878	0.60990	0.99768	0.03393	0.05909	-0.02819	0.99504	-0.09539	-0.06204	0.09350	0.99368		450.65043	-1218.32133	1650.12621	-5.36137	-3.57469	1.60850	0.63720	0.99766	0.03377	0.05943	-0.02802	0.99507	-0.09514	-0.06235	0.09326	0.99369	
241	24.00000	491.48348	-1222.36564	1653.36090	-5.65079	-3.54631	3.92195	0.56990	0.99575	0.07414	0.05468	-0.06827	0.99239	-0.10244	-0.06186	0.09828	0.99323		491.48348	-1222.36564	1653.36090	-5.63615	-3.56373	3.91173	0.60890	0.99574	0.07398	0.05501	-0.06809	0.99243	-0.10220	-0.06216	0.09802	0.99324	
242	24.10000	534.08712	-1229.77245	1654.76937	-5.49748	-4.05674	6.57450	0.70045	0.99093	0.12070	0.05899	-0.11421	0.98808	-0.10323	-0.07074	0.09556	0.99291		534.08712	-1229.77245	1654.76937	-5.48201	-4.07343	6.56443	0.72559	0.99093	0.12054	0.05933	-0.11403	0.98812	-0.10299	-0.07103	0.09529	0.99291	
243	24.20000	574.66529	-1238.51281	1655.88726	-5.57119	-5.92946	9.17375	0.27996	0.98193	0.16858	0.08602	-0.15858	0.98095	-0.11223	-0.10330	0.09656	0.98995		574.66529	-1238.51281	1655.88726	-5.55493	-5.94550	9.16431	0.32671	0.98193	0.16842	0.08636	-0.15841	0.98100	-0.11198	-0.10358	0.09628	0.98995	
244	24.30000	615.39829	-1244.59733	1659.52843	-5.89643	-7.30662	11.13846	0.40076	0.97320	0.20498	0.10428	-0.19161	0.97345	-0.12523	-0.12718	0.10190	0.98663		615.39829	-1244.59733	1659.52843	-5.87962	-7.32209	11.12952	0.42298	0.97319	0.20482	0.10462	-0.19145	0.97351	-0.12498	-0.12745	0.10160	0.98663	
245	24.40000	656.14346	-1248.03105	1663.00081	-5.69592	-7.54596	13.51858	0.27076	0.96387	0.24528	0.10385	-0.23174	0.96445	-0.12705	-0.13132	0.09839	0.98645		656.14346	-1248.03105	1663.00081	-5.67841	-7.56072	13.50975	0.28809	0.96388	0.24512	0.10419	-0.23158	0.96452	-0.12679	-0.13158	0.09808	0.98644	
246	24.50000	693.77855	-1248.43514	1665.15725	-5.13134	-7.67120	15.23984	0.17409	0.95620	0.27333	0.10477	-0.26051	0.95783	-0.12124	-0.13349	0.08864	0.98708		693.77855	-1248.43514	1665.15725	-5.11341	-7.68543	15.23111	0.19800	0.95621	0.27317	0.10511	-0.26035	0.95790	-0.12099	-0.13373	0.08833	0.98707	
247	24.60000	730.09333	-1242.97646	1664.71556	-4.58986	-7.24358	17.05855	0.18162	0.94838	0.30205	0.09668	-0.29101	0.94998	-0.11337	-0.12609	0.07938	0.98884		730.09333	-1242.97646	1664.71556	-4.57150	-7.25724	17.04976	0.20377	0.94839	0.30190	0.09702	-0.29085	0.95006	-0.11312	-0.12632	0.07906	0.98883	
248	24.70000	763.31123	-1230.74345	1662.80812	-4.31499	-7.62842	18.66970	0.24515	0.93900	0.32867	0.10132	-0.31728	0.94150	-0.11365	-0.13275	0.07457	0.98834		763.31123	-1230.74345	1662.80812	-4.29622	-7.64156	18.66106	0.27241	0.93901	0.32851	0.10166	-0.31713	0.94158	-0.11340	-0.13298	0.07425	0.98833	
249	24.80000	796.60549	-1214.67305	1660.75515	-3.82839	-8.32022	20.06923	0.44479	0.92939	0.35146	0.11270	-0.33954	0.93387	-0.11226	-0.14471	0.06607	0.98727		796.60549	-1214.67305	1660.75515	-3.80926	-8.33288	20.06083	0.45691	0.92941	0.35130	0.11304	-0.33940	0.93395	-0.11201	-0.14492	0.06573	0.98726	
250	24.90000	831.71598	-1195.79074	1658.30390	-2.92899	-9.06520	21.93582	0.46658	0.91602	0.38055	0.12687	-0.36890	0.92338	-0.10618	-0.15756	0.05046	0.98622		831.71598	-1195.79074	1658.30390	-2.90940	-9.07725	21.92774	0.49151	0.91604	0.38038	0.12721	-0.36876	0.92347	-0.10592	-0.15777	0.05012	0.98620	
251	25.00000	871.02510	-1171.64574	1660.49157	-2.31419	-9.11567	23.70510	0.47360	0.90406	0.40756	0.12871	-0.39695	0.91231	-0.10061	-0.15843	0.03987	0.98657		871.02510	-1171.64574	1660.49157	-2.29425	-9.12709	23.69709	0.50370	0.90409	0.40739	0.12905	-0.39681	0.91240	-0.10036	-0.15862	0.03952	0.98655	
252	25.10000	913.47143	-1145.89426	1664.79620	-2.65327	-8.92561	24.70808	0.48345	0.89745	0.42407	0.12145	-0.41293	0.90447	-0.10684	-0.15515	0.04573	0.98683		913.47143	-1145.89426	1664.79620	-2.63314	-8.93669	24.70003	0.51682	0.89748	0.42391	0.12178	-0.41279	0.90457	-0.10658	-0.15534	0.04538	0.98682	
253	25.20000	954.14568	-1125.04649	1668.10873	-2.31242	-8.56234	26.76489	0.54533	0.88291	0.45533	0.11466	-0.44531	0.88943	-0.10302	-0.14889	0.03990	0.98805		954.14568	-1125.04649	1668.10873	-2.29189	-8.57273	26.75678	0.58478	0.88295	0.45517	0.11499	-0.44517	0.88953	-0.10276	-0.14906	0.03954	0.98804	
254	25.30000	992.46252	-1106.75392	1670.93266	-2.23491	-8.04717	28.35276	0.62299	0.87137	0.47934	0.10458	-0.47022	0.87678	-0.10075	-0.13999	0.03861	0.98940		992.46252	-1106.75392	1670.93266	-2.21412	-8.05700	28.34449	0.66116	0.87142	0.47918	0.10492	-0.47009	0.87688	-0.10050	-0.14016	0.03825	0.98939	
255	25.40000	1027.41352	-1088.59464	1673.17488	-2.65189	-7.61370	30.11682	0.55428	0.85738	0.50653	0.09127	-0.49734	0.86100	-0.10643	-0.13249	0.04586	0.99012		1027.41352	-1088.59464	1673.17488	-2.63080	-7.62292	30.10845	0.60259	0.85743	0.50638	0.09161	-0.49721	0.86111	-0.10618	-0.13265	0.04549	0.99012	
256	25.50000	1062.41286	-1073.40252	1674.78401	-2.48348	-7.54874	32.95651	0.70060	0.83181	0.54827	0.08655	-0.53929	0.83520	-0.10776	-0.13137	0.04296	0.99040		1062.41286	-1073.40252	1674.78401	-2.46194	-7.55688	32.94814	0.74667	0.83187	0.54812	0.08689	-0.53916	0.83532	-0.10751	-0.13151	0.04258	0.99040	
257	25.60000	1098.26845	-1060.03234	1674.53591	-2.15994	-8.09538	35.66241	0.78751	0.80437	0.58691	0.09236	-0.57720	0.80879	-0.11266	-0.14082	0.03731	0.98933		1098.26845	-1060.03234	1674.53591	-2.13802	-8.10251	35.65431	0.83974	0.80444	0.58676	0.09270	-0.57707	0.80892	-0.11241	-0.14094	0.03693	0.98933	
258	25.70000	1135.30775	-1045.41673	1674.42958	-2.19177	-8.97439	38.10899	0.72447	0.77721	0.62140	0.09905	-0.60960	0.78258	-0.12629	-0.15599	0.03778	0.98704		1135.30775	-1045.41673	1674.42958	-2.16954	-8.98055	38.10125	0.78448	0.77728	0.62126	0.09939	-0.60949	0.78271	-0.12604	-0.15610	0.03739	0.98703	
259	25.80000	1174.97655	-1026.84740	1681.00713	-2.18244	-8.17216	42.08215	0.36676	0.73465	0.67373	0.07990	-0.66339	0.73802	-0.12346	-0.14215	0.03769	0.98913		1174.97655	-1026.84740	1681.00713	-2.15988	-8.17684	42.07421	0.44939	0.73473	0.67360	0.08024	-0.66328	0.73816	-0.12321	-0.14223	0.03730	0.98913	
260	25.90000	1209.63592	-1009.11750	1683.51002	-1.82055	-7.52758	45.63179	0.66153	0.69324	0.71741	0.06885	-0.70870	0.69594	-0.11582	-0.13100	0.03150	0.99088		1209.63592	-1009.11750	1683.51002	-1.79775	-7.53082	45.62357	0.72817	0.69334	0.71728	0.06919	-0.70860	0.69609	-0.11557	-0.13106	0.03110	0.99089	
261	26.00000	1234.00692	-991.20720	1681.54346	-1.10665	-7.66927	47.47694	0.70509	0.66984	0.73861	0.07595	-0.73041	0.67386	-0.11139	-0.13345	0.01914	0.99087		1234.00692	-991.20720	1681.54346	-1.08374	-7.67179	47.46879	0.77813	0.66994	0.73848	0.07629	-0.73031	0.67401	-0.11114	-0.13350	0.01874	0.99087	
262	26.10000	1253.42137	-969.76389	1680.41951	-0.71252	-7.50417	50.26141	0.20430	0.63381	0.76995	0.07392	-0.76238	0.63799	-0.10837	-0.13060	0.01233	0.99136		1253.42137	-969.76389	1680.41951	-0.68958	-7.50564	50.25329	0.27536	0.63392	0.76983	0.07426	-0.76229	0.63814	-0.10812	-0.13062	0.01193	0.99136	
263	26.20000	1272.91661	-942.30882	1678.46753	-0.40958	-7.28348	52.64470	0.27446	0.60186	0.79542	0.07124	-0.78847	0.60602	-0.10511	-0.12678	0.00709	0.99191		1272.91661	-942.30882	1678.46753	-0.38662	-7.28400	52.63650	0.32112	0.60197	0.79530	0.07158	-0.78839	0.60618	-0.10486	-0.12679	0.00669	0.99191	
264	26.30000	1291.92943	-906.41935	1675.63459	-0.52392	-7.00421	54.80193	0.25503	0.57210	0.81777	0.06281	-0.81107	0.57547	-0.10491	-0.12194	0.00908	0.99250		1291.92943	-906.41935	1675.63459	-0.50095	-7.00388	54.79362	0.33367	0.57222	0.81766	0.06315	-0.81098	0.57563	-0.10467	-0.12194	0.00868	0.99250	
265	26.40000	1309.86323	-864.82424	1672.53113	-0.33354	-7.02396	56.56783	0.21181	0.54681	0.83492	0.06251	-0.82828	0.55035	-0.10526	-0.12228	0.00578	0.99248		1309.86323	-864.82424	1672.53113	-0.31059	-7.02292	56.55952	0.29154	0.54694	0.83481	0.06285	-0.82820	0.55051	-0.10501	-0.12227	0.00538	0.99248	
266	26.50000	1327.23730	-819.70628	1669.89278	0.22291	-7.17366	58.55993	0.19365	0.51752	0.85293	0.06846	-0.84651	0.52202	-0.10451	-0.12488	-0.00386	0.99216		1327.23730	-819.70628	1669.89278	0.24581	-7.17183	58.55168	0.24345	0.51765	0.85282	0.06880	-0.84644	0.52218	-0.10427	-0.12485	-0.00426	0.99217	
267	26.60000	1343.24479	-773.26557	1669.90807	0.28669	-7.15851	59.98054	0.24990	0.49639	0.86553	0.06668	-0.85911	0.50083	-0.10539	-0.12461	-0.00496	0.99219		1343.24479	-773.26557	1669.90807	0.30955	-7.15612	59.97226	0.32026	0.49652	0.86543	0.06702	-0.85904	0.50099	-0.10515	-0.12457	-0.00536	0.99220	
268	26.70000	1358.75790	-728.60259	1675.87874	0.62386	-7.32653	61.62624	0.29555	0.47134	0.87915	0.07018	-0.87268	0.47641	-0.10702	-0.12752	-0.01080	0.99178		1358.75790	-728.60259	1675.87874	0.64663	-7.32350	61.61803	0.36958	0.47147	0.87906	0.07052	-0.87262	0.47658	-0.10678	-0.12747	-0.01119	0.99178	
269	26.80000	1375.97387	-685.29369	1688.47967	1.02194	-7.07571	63.83984	0.41082	0.43752	0.89645	0.07031	-0.89073	0.44278	-0.10268	-0.12318	-0.01770	0.99223		1375.97387	-685.29369	1688.47967	1.04454	-7.07178	63.83149	0.46342	0.43766	0.89636	0.07065	-0.89067	0.44295	-0.10244	-0.12311	-0.01809	0.99223	
270	26.90000	1393.50097	-641.48677	1701.43416	0.53341	-6.77237	65.12321	0.46567	0.41773	0.90671	0.05805	-0.90088	0.42165	-0.10306	-0.11793	-0.00924	0.99298		1393.50097	-641.48677	1701.43416	0.55591	-6.76794	65.11472	0.50379	0.41787	0.90663	0.05839	-0.90083	0.42182	-0.10282	-0.11785	-0.00963	0.99298	
271	27.00000	1409.74399	-600.00541	1710.05587	0.58417	-6.98587	66.56309	0.51330	0.39479	0.91696	0.05773	-0.91069	0.39886	-0.10753	-0.12162	-0.01012	0.99252		1409.74399	-600.00541	1710.05587	0.60654	-6.98088	66.55467	0.55588	0.39492	0.91688	0.05807	-0.91064	0.39903	-0.10729	-0.12154	-0.01051	0.99253	
272	27.10000	1426.42000	-563.94332	1719.49896	1.13486	-7.26615	69.29724	0.35476	0.35068	0.93436	0.06323	-0.92791	0.35579	-0.11129	-0.12648	-0.01965	0.99177		1426.42000	-563.94332	1719.49896	1.15699	-7.26012	69.28892	0.41449	0.35082	0.93428	0.06357	-0.92788	0.35597	-0.11104	-0.12637	-0.02003	0.99178	
273	27.20000	1442.26661	-532.43815	1731.56990	3.46362	-7.60057	72.02742	0.49997	0.30585	0.94700	0.09820	-0.94285	0.31560	-0.10694	-0.13227	-0.05988	0.98940		1442.26661	-532.43815	1731.56990	3.48542	-7.59350	72.01918	0.49562	0.30599	0.94692	0.09854	-0.94282	0.31577	-0.10669	-0.13214	-0.06026	0.98940	
274	27.30000	1453.09183	-498.78754	1744.13124	4.59838	-8.14861	74.44926	0.76690	0.26539	0.95725	0.11511	-0.95367	0.27818	-0.11462	-0.14174	-0.07936	0.98672		1453.09183	-498.78754	1744.13124	4.61993	-8.14064	74.44120	0.73804	0.26552	0.95717	0.11545	-0.95365	0.27834	-0.11437	-0.14160	-0.07973	0.98671	
275	27.40000	1457.64585	-463.91687	1756.89244	5.30404	-8.49931	77.65030	0.64728	0.21153	0.96976	0.12178	-0.96613	0.22631	-0.12399	-0.14780	-0.09143	0.98478		1457.64585	-463.91687	1756.89244	5.32510	-8.49016	77.64230	0.67108	0.21167	0.96968	0.12212	-0.96613	0.22647	-0.12373	-0.14764	-0.09179	0.98477	
276	27.50000	1458.00529	-431.06256	1765.31181	6.38054	-8.95198	79.98351	0.53936	0.17181	0.97565	0.13633	-0.97276	0.18988	-0.13296	-0.15561	-0.10978	0.98170		1458.00529	-431.06256	1765.31181	6.40126	-8.94200	79.97564	0.60141	0.17195	0.97558	0.13668	-0.97277	0.19005	-0.13270	-0.15543	-0.11014	0.98169	
277	27.60000	1454.96746	-400.56467	1767.82066	7.56482	-8.71296	82.04531	0.41467	0.13679	0.97900	0.15116	-0.97895	0.15694	-0.13050	-0.15148	-0.13013	0.97986		1454.96746	-400.56467	1767.82066	7.58518	-8.70223	82.03728	0.46871	0.13693	0.97893	0.15150	-0.97896	0.15710	-0.13024	-0.15130	-0.13048	0.97984	
278	27.70000	1447.28760	-369.19520	1767.57300	8.80853	-8.75764	84.05357	0.36129	0.10239	0.98047	0.16790	-0.98302	0.12557	-0.13379	-0.15226	-0.15135	0.97668		1447.28760	-369.19520	1767.57300	8.82849	-8.74622	84.04550	0.42027	0.10253	0.98040	0.16824	-0.98304	0.12572	-0.13352	-0.15206	-0.15169	0.97666	
279	27.80000	1436.35152	-334.59113	1767.16610	9.77003	-8.80467	84.52768	0.38460	0.09424	0.97853	0.18331	-0.98371	0.11984	-0.13398	-0.15307	-0.16769	0.97388		1436.35152	-334.59113	1767.16610	9.78990	-8.79308	84.51961	0.44981	0.09438	0.97845	0.18365	-0.98373	0.11999	-0.13371	-0.15287	-0.16804	0.97386	
280	27.90000	1425.91267	-295.34079	1770.93014	9.60977	-8.75126	85.21108	0.39462	0.08251	0.98041	0.17888	-0.98491	0.10762	-0.13555	-0.15215	-0.16499	0.97449		1425.91267	-295.34079	1770.93014	9.62947	-8.73944	85.20298	0.47083	0.08266	0.98033	0.17922	-0.98493	0.10777	-0.13529	-0.15194	-0.16533	0.97446	
281	28.00000	1420.82076	-253.31804	1777.02512	8.58323	-7.90853	86.04947	0.38599	0.06824	0.98504	0.15826	-0.98814	0.08861	-0.12545	-0.13759	-0.14783	0.97940		1420.82076	-253.31804	1777.02512	8.60273	-7.89642	86.04105	0.45237	0.06839	0.98497	0.15860	-0.98815	0.08877	-0.12519	-0.13738	-0.14816	0.97937	
282	28.10000	1419.77140	-212.11102	1785.88249	7.72527	-7.13996	85.77944	0.35999	0.07303	0.98701	0.14312	-0.98955	0.08959	-0.11294	-0.12429	-0.13338	0.98324		1419.77140	-212.11102	1785.88249	7.74480	-7.12794	85.77076	0.43062	0.07318	0.98695	0.14346	-0.98957	0.08975	-0.11268	-0.12409	-0.13372	0.98322	
