Frame	Time	uav X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		6D X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
526	52.50000	1763.33956	-566.53757	1930.94621	-1.56380	-3.25674	83.86859	0.65982	0.10664	0.99407	-0.02107	-0.99267	0.10523	-0.05938	-0.05681	0.02725	0.99801		1763.33956	-566.53757	1930.94621	-1.54397	-3.24534	83.85862	0.73469	0.10681	0.99406	-0.02074	-0.99267	0.10543	-0.05915	-0.05661	0.02690	0.99803	
527	52.60000	1775.39180	-523.00790	1925.95392	-1.27122	-3.07548	84.31928	0.64847	0.09884	0.99496	-0.01677	-0.99366	0.09778	-0.05557	-0.05365	0.02215	0.99831		1775.39180	-523.00790	1925.95392	-1.25147	-3.06393	84.30924	0.72853	0.09902	0.99495	-0.01643	-0.99365	0.09797	-0.05534	-0.05345	0.02181	0.99833	
528	52.70000	1790.67673	-478.78561	1923.30648	-2.03241	-2.63494	84.93858	0.68973	0.08813	0.99562	-0.03127	-0.99505	0.08654	-0.04889	-0.04597	0.03543	0.99831		1790.67673	-478.78561	1923.30648	-2.01280	-2.62317	84.92839	0.76851	0.08831	0.99561	-0.03094	-0.99504	0.08675	-0.04866	-0.04577	0.03509	0.99834	
529	52.80000	1808.82435	-435.83622	1921.64128	-2.08934	-2.16154	85.82505	0.72316	0.07275	0.99678	-0.03362	-0.99664	0.07138	-0.04025	-0.03772	0.03643	0.99862		1808.82435	-435.83622	1921.64128	-2.06992	-2.14948	85.81470	0.80667	0.07293	0.99678	-0.03329	-0.99663	0.07158	-0.04002	-0.03751	0.03609	0.99864	
530	52.90000	1827.10384	-394.42257	1916.77238	-1.94718	-1.97848	86.92316	0.70496	0.05364	0.99804	-0.03208	-0.99796	0.05247	-0.03628	-0.03452	0.03396	0.99883		1827.10384	-394.42257	1916.77238	-1.92800	-1.96604	86.91273	0.78555	0.05383	0.99805	-0.03175	-0.99796	0.05267	-0.03605	-0.03431	0.03362	0.99885	
531	53.00000	1841.85769	-354.65522	1910.28188	-1.55954	-2.49242	88.18974	0.77100	0.03156	0.99917	-0.02583	-0.99856	0.03040	-0.04431	-0.04349	0.02719	0.99868		1841.85769	-354.65522	1910.28188	-1.54062	-2.47962	88.17951	0.87195	0.03174	0.99917	-0.02550	-0.99856	0.03059	-0.04408	-0.04326	0.02686	0.99870	
532	53.10000	1853.10755	-314.94239	1905.50478	-1.29314	-3.20565	89.58031	0.60245	0.00731	0.99973	-0.02216	-0.99841	0.00606	-0.05607	-0.05592	0.02253	0.99818		1853.10755	-314.94239	1905.50478	-1.27453	-3.19236	89.57027	0.68511	0.00749	0.99973	-0.02182	-0.99842	0.00626	-0.05584	-0.05569	0.02221	0.99820	
533	53.20000	1860.83195	-275.90145	1897.61518	-1.57955	-3.71240	91.42041	0.52360	-0.02474	0.99927	-0.02916	-0.99760	-0.02656	-0.06402	-0.06475	0.02751	0.99752		1860.83195	-275.90145	1897.61518	-1.56139	-3.69853	91.41051	0.61110	-0.02456	0.99928	-0.02883	-0.99761	-0.02636	-0.06379	-0.06451	0.02719	0.99755	
534	53.30000	1866.18463	-236.09942	1888.72170	-2.17784	-3.83982	93.75163	0.47448	-0.06528	0.99697	-0.04230	-0.99562	-0.06792	-0.06429	-0.06697	0.03792	0.99703		1866.18463	-236.09942	1888.72170	-2.16025	-3.82523	93.74174	0.56705	-0.06511	0.99700	-0.04196	-0.99565	-0.06772	-0.06406	-0.06671	0.03761	0.99706	
535	53.40000	1869.12445	-193.49281	1883.29530	-3.24861	-3.30488	96.14447	0.78197	-0.10686	0.99231	-0.06250	-0.99260	-0.11011	-0.05116	-0.05765	0.05657	0.99673		1869.12445	-193.49281	1883.29530	-3.23163	-3.28956	96.13438	0.85518	-0.10668	0.99235	-0.06217	-0.99264	-0.10991	-0.05094	-0.05738	0.05628	0.99676	
536	53.50000	1868.26977	-149.84518	1877.59106	-4.13829	-3.09841	97.43225	0.81899	-0.12916	0.98851	-0.07853	-0.99015	-0.13288	-0.04412	-0.05405	0.07206	0.99593		1868.26977	-149.84518	1877.59106	-4.12164	-3.08274	97.42210	0.89226	-0.12899	0.98856	-0.07820	-0.99019	-0.13268	-0.04390	-0.05378	0.07177	0.99597	
537	53.60000	1862.42969	-107.13050	1870.36426	-4.15413	-3.27368	97.86161	0.80923	-0.13656	0.98743	-0.07955	-0.98898	-0.14052	-0.04651	-0.05711	0.07232	0.99575		1862.42969	-107.13050	1870.36426	-4.13761	-3.25788	97.85149	0.88440	-0.13639	0.98748	-0.07922	-0.98902	-0.14031	-0.04629	-0.05683	0.07204	0.99578	
538	53.70000	1852.31334	-64.39082	1863.84675	-3.75047	-3.36436	98.95889	0.69578	-0.15546	0.98509	-0.07373	-0.98610	-0.15918	-0.04766	-0.05869	0.06530	0.99614		1852.31334	-64.39082	1863.84675	-3.73432	-3.34826	98.94878	0.77952	-0.15529	0.98514	-0.07340	-0.98614	-0.15898	-0.04744	-0.05840	0.06502	0.99617	
539	53.80000	1839.43674	-19.62415	1858.67210	-3.50577	-3.63463	100.47063	0.65860	-0.18137	0.98080	-0.07163	-0.98137	-0.18520	-0.05111	-0.06339	0.06103	0.99612		1839.43674	-19.62415	1858.67210	-3.49004	-3.61812	100.46056	0.73730	-0.18120	0.98086	-0.07130	-0.98142	-0.18500	-0.05089	-0.06311	0.06075	0.99616	
540	53.90000	1827.67902	26.67091	1852.86372	-4.17073	-3.76601	101.66213	0.64373	-0.20170	0.97580	-0.08447	-0.97724	-0.20628	-0.04945	-0.06568	0.07257	0.99520		1827.67902	26.67091	1852.86372	-4.15533	-3.74916	101.65208	0.72023	-0.20154	0.97586	-0.08414	-0.97730	-0.20608	-0.04924	-0.06539	0.07231	0.99524	
541	54.00000	1818.07065	70.21880	1843.90840	-4.37654	-3.79442	102.07851	0.70341	-0.20879	0.97395	-0.08843	-0.97572	-0.21358	-0.04855	-0.06618	0.07614	0.99490		1818.07065	70.21880	1843.90840	-4.36129	-3.77747	102.06847	0.76410	-0.20863	0.97402	-0.08810	-0.97577	-0.21337	-0.04834	-0.06588	0.07588	0.99494	
542	54.10000	1809.40766	115.15871	1834.36618	-4.76567	-4.04624	102.68620	0.49590	-0.21906	0.97093	-0.09650	-0.97316	-0.22457	-0.05036	-0.07056	0.08287	0.99406		1809.40766	115.15871	1834.36618	-4.75058	-4.02911	102.67619	0.55687	-0.21890	0.97100	-0.09617	-0.97321	-0.22436	-0.05014	-0.07026	0.08261	0.99410	
543	54.20000	1801.98460	160.71529	1826.26686	-4.51027	-3.72307	103.84629	0.61471	-0.23881	0.96671	-0.09184	-0.96889	-0.24353	-0.04403	-0.06493	0.07847	0.99480		1801.98460	160.71529	1826.26686	-4.49555	-3.70565	103.83618	0.65558	-0.23865	0.96678	-0.09152	-0.96895	-0.24333	-0.04382	-0.06463	0.07822	0.99484	
544	54.30000	1793.30478	209.95146	1818.91580	-5.13174	-3.53979	105.20341	0.57084	-0.26175	0.95968	-0.10244	-0.96316	-0.26652	-0.03589	-0.06174	0.08928	0.99409		1793.30478	209.95146	1818.91580	-5.11743	-3.52203	105.19324	0.60618	-0.26158	0.95976	-0.10212	-0.96322	-0.26632	-0.03567	-0.06143	0.08903	0.99413	
545	54.40000	1783.15343	263.06385	1814.59246	-5.57536	-3.75876	106.58348	0.65512	-0.28480	0.95205	-0.11174	-0.95634	-0.29017	-0.03480	-0.06556	0.09695	0.99313		1783.15343	263.06385	1814.59246	-5.56151	-3.74069	106.57333	0.69502	-0.28463	0.95214	-0.11141	-0.95641	-0.28996	-0.03459	-0.06524	0.09671	0.99317	
546	54.50000	1773.01437	317.83166	1810.36622	-5.51387	-3.94811	107.53242	0.57185	-0.30053	0.94714	-0.11227	-0.95128	-0.30616	-0.03641	-0.06885	0.09586	0.99301		1773.01437	317.83166	1810.36622	-5.50030	-3.92979	107.52228	0.61430	-0.30037	0.94723	-0.11194	-0.95136	-0.30595	-0.03619	-0.06853	0.09563	0.99306	
547	54.60000	1761.92923	371.66401	1805.80070	-5.54305	-4.87597	107.95168	0.52245	-0.30710	0.94434	-0.11797	-0.94787	-0.31458	-0.05071	-0.08500	0.09624	0.99172		1761.92923	371.66401	1805.80070	-5.52961	-4.85755	107.94173	0.56714	-0.30694	0.94443	-0.11764	-0.94795	-0.31438	-0.05050	-0.08468	0.09601	0.99177	
548	54.70000	1749.98870	420.54569	1798.81091	-5.69212	-5.53855	108.94486	0.62829	-0.32314	0.93806	-0.12499	-0.94142	-0.33211	-0.05864	-0.09652	0.09872	0.99042		1749.98870	420.54569	1798.81091	-5.67899	-5.51991	108.93507	0.65553	-0.32299	0.93816	-0.12466	-0.94150	-0.33191	-0.05843	-0.09619	0.09850	0.99048	
549	54.80000	1737.34464	463.54575	1790.88073	-4.99859	-5.80881	110.28217	0.75338	-0.34486	0.93137	-0.11668	-0.93318	-0.35360	-0.06437	-0.10121	0.08668	0.99108		1737.34464	463.54575	1790.88073	-4.98591	-5.78990	110.27240	0.76655	-0.34472	0.93147	-0.11635	-0.93327	-0.35340	-0.06416	-0.10088	0.08647	0.99113	
550	54.90000	1723.18475	505.82102	1784.99975	-4.87751	-6.16999	111.01720	0.71187	-0.35657	0.92681	-0.11778	-0.92807	-0.36588	-0.06947	-0.10748	0.08453	0.99061		1723.18475	505.82102	1784.99975	-4.86508	-6.15092	111.00748	0.71667	-0.35643	0.92691	-0.11745	-0.92816	-0.36568	-0.06926	-0.10715	0.08432	0.99066	
551	55.00000	1708.62653	551.29554	1781.41365	-5.76773	-6.47991	111.68814	0.60641	-0.36719	0.92031	-0.13488	-0.92327	-0.37822	-0.06720	-0.11285	0.09985	0.98858		1708.62653	551.29554	1781.41365	-5.75553	-6.46071	111.67845	0.63813	-0.36705	0.92042	-0.13455	-0.92337	-0.37802	-0.06699	-0.11252	0.09965	0.98864	
552	55.10000	1694.74253	597.79026	1777.75608	-7.04303	-6.59384	112.20414	0.33620	-0.37541	0.91354	-0.15659	-0.91972	-0.38809	-0.05918	-0.11483	0.12180	0.98589		1694.74253	597.79026	1777.75608	-7.03095	-6.57447	112.19446	0.37204	-0.37527	0.91365	-0.15626	-0.91982	-0.38789	-0.05898	-0.11449	0.12160	0.98595	
553	55.20000	1681.10147	641.81715	1777.07937	-7.81887	-6.40397	111.78241	0.65897	-0.36877	0.91434	-0.16733	-0.92281	-0.38172	-0.05213	-0.11154	0.13519	0.98452		1681.10147	641.81715	1777.07937	-7.80667	-6.38472	111.77271	0.68944	-0.36862	0.91445	-0.16701	-0.92290	-0.38152	-0.05193	-0.11120	0.13499	0.98459	
554	55.30000	1666.98227	683.42635	1779.58069	-7.27893	-6.01788	110.94968	0.66414	-0.35558	0.92162	-0.15551	-0.92875	-0.36707	-0.05182	-0.10484	0.12600	0.98647		1666.98227	683.42635	1779.58069	-7.26644	-5.99880	110.93994	0.69418	-0.35543	0.92173	-0.15518	-0.92884	-0.36686	-0.05162	-0.10451	0.12579	0.98654	
555	55.40000	1653.21862	724.17303	1782.83412	-7.09144	-5.57780	111.38071	0.73256	-0.36284	0.91968	-0.15012	-0.92677	-0.37295	-0.04481	-0.09720	0.12287	0.98765		1653.21862	724.17303	1782.83412	-7.07911	-5.55864	111.37087	0.76014	-0.36269	0.91979	-0.14979	-0.92686	-0.37274	-0.04461	-0.09686	0.12266	0.98771	
556	55.50000	1640.64106	764.14858	1784.70214	-6.62058	-5.10397	111.35203	0.62393	-0.36265	0.92142	-0.13956	-0.92767	-0.37122	-0.04033	-0.08896	0.11484	0.98939		1640.64106	764.14858	1784.70214	-6.60825	-5.08481	111.34208	0.66931	-0.36250	0.92152	-0.13923	-0.92776	-0.37102	-0.04012	-0.08863	0.11463	0.98945	
557	55.60000	1629.67506	803.62181	1784.82379	-6.44635	-5.01975	110.76392	0.49502	-0.35316	0.92565	-0.13580	-0.93146	-0.36146	-0.04150	-0.08750	0.11184	0.98987		1629.67506	803.62181	1784.82379	-6.43382	-5.00071	110.75394	0.53543	-0.35301	0.92576	-0.13548	-0.93155	-0.36126	-0.04129	-0.08717	0.11163	0.98992	
558	55.70000	1620.87703	843.28561	1784.81617	-5.94328	-4.80458	110.76256	0.50156	-0.35325	0.92696	-0.12635	-0.93177	-0.36070	-0.04119	-0.08376	0.10318	0.99113		1620.87703	843.28561	1784.81617	-5.93076	-4.78553	110.75254	0.54179	-0.35310	0.92706	-0.12603	-0.93186	-0.36050	-0.04098	-0.08343	0.10297	0.99118	
559	55.80000	1613.35063	886.26324	1785.24380	-6.16514	-4.92157	110.99995	0.54577	-0.35705	0.92488	-0.13083	-0.93014	-0.36490	-0.04114	-0.08579	0.10700	0.99055		1613.35063	886.26324	1785.24380	-6.15269	-4.90248	110.98996	0.58899	-0.35689	0.92498	-0.13050	-0.93023	-0.36469	-0.04094	-0.08546	0.10679	0.99060	
560	55.90000	1606.71805	929.89622	1784.46185	-5.79791	-4.88337	112.02706	0.53394	-0.37368	0.91904	-0.12541	-0.92364	-0.38110	-0.04062	-0.08513	0.10065	0.99127		1606.71805	929.89622	1784.46185	-5.78581	-4.86407	112.01704	0.58104	-0.37353	0.91915	-0.12508	-0.92373	-0.38090	-0.04042	-0.08479	0.10045	0.99132	
561	56.00000	1601.70408	972.46084	1780.24298	-4.77559	-4.76390	113.51157	0.54903	-0.39756	0.91104	-0.10936	-0.91381	-0.40389	-0.04268	-0.08305	0.08297	0.99309		1601.70408	972.46084	1780.24298	-4.76400	-4.74433	113.50150	0.60628	-0.39741	0.91114	-0.10903	-0.91391	-0.40369	-0.04247	-0.08271	0.08277	0.99313	
562	56.10000	1591.78957	1015.16265	1777.17392	-4.14413	-5.31251	114.71875	0.36577	-0.41637	0.90320	-0.10426	-0.90447	-0.42315	-0.05367	-0.09259	0.07196	0.99310		1591.78957	1015.16265	1777.17392	-4.13297	-5.29266	114.70869	0.40939	-0.41622	0.90330	-0.10393	-0.90457	-0.42296	-0.05345	-0.09224	0.07176	0.99315	
563	56.20000	1575.60959	1054.47167	1774.38476	-3.70492	-5.84548	116.40715	0.49118	-0.44243	0.89086	-0.10308	-0.89100	-0.44971	-0.06229	-0.10185	0.06428	0.99272		1575.60959	1054.47167	1774.38476	-3.69433	-5.82534	116.39718	0.53782	-0.44230	0.89096	-0.10275	-0.89111	-0.44952	-0.06208	-0.10150	0.06410	0.99277	
564	56.30000	1556.97840	1090.99623	1770.72032	-3.02576	-6.45251	118.59563	0.33830	-0.47559	0.87396	-0.10006	-0.87246	-0.48317	-0.07327	-0.11238	0.05245	0.99228		1556.97840	1090.99623	1770.72032	-3.01593	-6.43194	118.58564	0.37918	-0.47546	0.87407	-0.09973	-0.87258	-0.48298	-0.07306	-0.11202	0.05228	0.99233	
565	56.40000	1537.14415	1126.58919	1766.04847	-3.14512	-6.94013	120.47221	0.33797	-0.50340	0.85721	-0.10847	-0.85556	-0.51207	-0.07616	-0.12083	0.05446	0.99118		1537.14415	1126.58919	1766.04847	-3.13597	-6.91926	120.46223	0.38639	-0.50328	0.85733	-0.10814	-0.85569	-0.51189	-0.07595	-0.12047	0.05431	0.99123	
566	56.50000	1515.92570	1161.86289	1758.81253	-2.79825	-7.10671	121.79150	0.35292	-0.52278	0.84578	-0.10660	-0.84344	-0.53133	-0.07931	-0.12372	0.04844	0.99113		1515.92570	1161.86289	1758.81253	-2.78958	-7.08562	121.78147	0.39151	-0.52266	0.84589	-0.10626	-0.84357	-0.53116	-0.07910	-0.12335	0.04830	0.99119	
567	56.60000	1490.82657	1199.00896	1749.51763	-2.38932	-7.30985	121.94984	0.39601	-0.52488	0.84497	-0.10265	-0.84162	-0.53322	-0.08581	-0.12724	0.04135	0.99101		1490.82657	1199.00896	1749.51763	-2.38070	-7.28873	121.93985	0.44189	-0.52475	0.84508	-0.10231	-0.84175	-0.53304	-0.08559	-0.12687	0.04120	0.99106	
568	56.70000	1461.28316	1238.82491	1740.91741	-2.32110	-7.64675	121.81386	0.67153	-0.52247	0.84623	-0.10450	-0.84221	-0.53131	-0.09163	-0.13307	0.04014	0.99029		1461.28316	1238.82491	1740.91741	-2.31240	-7.62566	121.80394	0.70822	-0.52235	0.84634	-0.10417	-0.84234	-0.53114	-0.09142	-0.13270	0.03999	0.99035	
569	56.80000	1431.72771	1280.21384	1735.31900	-2.39804	-7.32531	121.86504	0.33887	-0.52361	0.84573	-0.10279	-0.84236	-0.53199	-0.08610	-0.12750	0.04150	0.99097		1431.72771	1280.21384	1735.31900	-2.38940	-7.30419	121.85504	0.36513	-0.52349	0.84585	-0.10245	-0.84249	-0.53182	-0.08589	-0.12714	0.04135	0.99102	
570	56.90000	1404.59217	1320.78700	1732.47760	-2.56887	-7.06384	122.21636	0.40616	-0.52907	0.84225	-0.10341	-0.83962	-0.53725	-0.08004	-0.12298	0.04448	0.99141		1404.59217	1320.78700	1732.47760	-2.56034	-7.04266	122.20631	0.44480	-0.52895	0.84237	-0.10308	-0.83975	-0.53707	-0.07983	-0.12261	0.04433	0.99146	
571	57.00000	1383.93440	1361.56242	1731.00992	-3.29448	-7.04487	122.48664	0.43897	-0.53305	0.83834	-0.11424	-0.83715	-0.54216	-0.07242	-0.12265	0.05703	0.99081		1383.93440	1361.56242	1731.00992	-3.28607	-7.02368	122.47658	0.47333	-0.53293	0.83846	-0.11391	-0.83728	-0.54198	-0.07221	-0.12228	0.05689	0.99086	
572	57.10000	1369.85109	1400.28289	1730.40924	-3.51231	-6.34966	122.45770	0.38476	-0.53338	0.83857	-0.11094	-0.83861	-0.54139	-0.06027	-0.11060	0.06089	0.99200		1369.85109	1400.28289	1730.40924	-3.50391	-6.32849	122.44752	0.41046	-0.53326	0.83869	-0.11061	-0.83874	-0.54121	-0.06006	-0.11023	0.06074	0.99205	
573	57.20000	1356.77470	1436.24526	1730.96629	-3.18980	-6.31977	121.90028	0.34829	-0.52523	0.84442	-0.10532	-0.84381	-0.53282	-0.06390	-0.11008	0.05531	0.99238		1356.77470	1436.24526	1730.96629	-3.18119	-6.29866	121.89012	0.36801	-0.52510	0.84454	-0.10499	-0.84394	-0.53265	-0.06369	-0.10971	0.05516	0.99243	
574	57.30000	1344.13636	1472.51467	1732.12034	-3.25519	-6.42378	122.08313	0.40517	-0.52781	0.84254	-0.10744	-0.84196	-0.53567	-0.06448	-0.11188	0.05643	0.99212		1344.13636	1472.51467	1732.12034	-3.24665	-6.40266	122.07298	0.43376	-0.52769	0.84266	-0.10711	-0.84209	-0.53550	-0.06427	-0.11152	0.05628	0.99217	
575	57.40000	1332.49254	1513.72754	1735.70714	-3.45428	-6.67826	123.29158	0.36132	-0.54518	0.83052	-0.11408	-0.83022	-0.55376	-0.06396	-0.11629	0.05984	0.99141		1332.49254	1513.72754	1735.70714	-3.44618	-6.65697	123.28142	0.39914	-0.54505	0.83065	-0.11375	-0.83035	-0.55358	-0.06375	-0.11592	0.05971	0.99146	
576	57.50000	1322.33361	1558.02704	1740.15936	-3.25681	-6.44609	124.73370	0.40409	-0.56616	0.81685	-0.11055	-0.81661	-0.57408	-0.05974	-0.11227	0.05645	0.99207		1322.33361	1558.02704	1740.15936	-3.24924	-6.42458	124.72345	0.45287	-0.56604	0.81698	-0.11022	-0.81675	-0.57391	-0.05953	-0.11190	0.05632	0.99212	
577	57.60000	1312.79776	1599.74663	1743.80213	-2.14682	-6.19638	125.41805	0.36197	-0.57615	0.81203	-0.09304	-0.81018	-0.58243	-0.06619	-0.10794	0.03724	0.99346		1312.79776	1599.74663	1743.80213	-2.13952	-6.17478	125.40772	0.39715	-0.57603	0.81215	-0.09271	-0.81032	-0.58226	-0.06598	-0.10756	0.03712	0.99351	
578	57.70000	1299.91256	1638.42829	1745.98367	-1.19472	-6.28406	126.84656	0.31313	-0.59607	0.79870	-0.08231	-0.79544	-0.60137	-0.07507	-0.10946	0.02072	0.99378		1299.91256	1638.42829	1745.98367	-1.18797	-6.26227	126.83617	0.33199	-0.59595	0.79883	-0.08198	-0.79558	-0.60121	-0.07485	-0.10908	0.02061	0.99382	
579	57.80000	1283.97682	1673.90002	1746.03376	-1.08462	-6.70956	129.31787	0.38178	-0.62928	0.77210	-0.08866	-0.76834	-0.63522	-0.07838	-0.11684	0.01880	0.99297		1283.97682	1673.90002	1746.03376	-1.07879	-6.68749	129.30743	0.41311	-0.62917	0.77223	-0.08833	-0.76849	-0.63507	-0.07816	-0.11645	0.01870	0.99302	
580	57.90000	1265.24647	1706.68001	1746.65231	-1.24941	-6.92606	131.11021	0.32948	-0.65271	0.75154	-0.09570	-0.74795	-0.65933	-0.07650	-0.12059	0.02165	0.99247		1265.24647	1706.68001	1746.65231	-1.24428	-6.90382	131.09970	0.35919	-0.65260	0.75167	-0.09536	-0.74810	-0.65918	-0.07628	-0.12020	0.02156	0.99252	
581	58.00000	1241.24844	1739.37897	1745.37476	-1.79189	-7.50591	133.19664	0.48743	-0.67864	0.72586	-0.11217	-0.72276	-0.68715	-0.07378	-0.13063	0.03100	0.99095		1241.24844	1739.37897	1745.37476	-1.78758	-7.48354	133.18610	0.51349	-0.67854	0.72600	-0.11183	-0.72292	-0.68700	-0.07357	-0.13024	0.03093	0.99100	
582	58.10000	1212.97103	1770.31858	1736.81196	-1.91442	-7.98631	134.16570	0.47401	-0.68998	0.71369	-0.12071	-0.71037	-0.69968	-0.07633	-0.13894	0.03308	0.98975		1212.97103	1770.31858	1736.81196	-1.91050	-7.96386	134.15511	0.48933	-0.68988	0.71384	-0.12038	-0.71054	-0.69953	-0.07612	-0.13855	0.03302	0.98981	
583	58.20000	1179.14545	1799.47313	1725.33079	-1.53342	-8.47530	134.73753	0.47593	-0.69617	0.70731	-0.12271	-0.70258	-0.70641	-0.08582	-0.14738	0.02647	0.98873		1179.14545	1799.47313	1725.33079	-1.52972	-8.45279	134.72694	0.49582	-0.69608	0.70745	-0.12237	-0.70275	-0.70627	-0.08561	-0.14699	0.02641	0.98878	
584	58.30000	1141.82730	1828.16706	1714.38890	-1.28188	-8.49214	135.61925	0.41609	-0.70687	0.69689	-0.12116	-0.69176	-0.71684	-0.08727	-0.14767	0.02213	0.98879		1141.82730	1828.16706	1714.38890	-1.27853	-8.46957	135.60861	0.44486	-0.70678	0.69703	-0.12083	-0.69193	-0.71670	-0.08706	-0.14728	0.02207	0.98885	
585	58.40000	1102.61494	1857.30163	1704.06679	-0.98448	-8.17702	136.78905	0.47682	-0.72143	0.68280	-0.11541	-0.67773	-0.73040	-0.08485	-0.14223	0.01701	0.98969		1102.61494	1857.30163	1704.06679	-0.98160	-8.15438	136.77834	0.51262	-0.72134	0.68295	-0.11508	-0.67790	-0.73027	-0.08464	-0.14184	0.01696	0.98974	
586	58.50000	1060.52494	1888.04260	1695.83196	-1.53242	-8.89684	138.27548	0.40533	-0.73737	0.66222	-0.13319	-0.65754	-0.74884	-0.08294	-0.15466	0.02642	0.98762		1060.52494	1888.04260	1695.83196	-1.53013	-8.87419	138.26471	0.43370	-0.73730	0.66238	-0.13285	-0.65772	-0.74870	-0.08273	-0.15427	0.02638	0.98768	
587	58.60000	1018.28334	1917.16533	1686.43320	-2.21574	-9.86127	138.52792	0.55584	-0.73821	0.65680	-0.15383	-0.65247	-0.75310	-0.08437	-0.17126	0.03809	0.98449		1018.28334	1917.16533	1686.43320	-2.21357	-9.83858	138.51714	0.54541	-0.73814	0.65696	-0.15350	-0.65265	-0.75297	-0.08417	-0.17087	0.03806	0.98456	
588	58.70000	977.07067	1942.88152	1679.35359	-2.52241	-10.39827	139.29265	0.43960	-0.74560	0.64554	-0.16539	-0.64148	-0.76250	-0.08424	-0.18049	0.04329	0.98262		977.07067	1942.88152	1679.35359	-2.52052	-10.37559	139.28186	0.44780	-0.74553	0.64570	-0.16506	-0.64167	-0.76236	-0.08404	-0.18010	0.04326	0.98270	
589	58.80000	936.32866	1964.86453	1672.77226	-2.84687	-10.95320	141.03551	0.37369	-0.76337	0.62072	-0.17879	-0.61738	-0.78251	-0.08072	-0.19001	0.04876	0.98057		936.32866	1964.86453	1672.77226	-2.84569	-10.93047	141.02461	0.38546	-0.76331	0.62089	-0.17846	-0.61758	-0.78238	-0.08052	-0.18962	0.04875	0.98065	
590	58.90000	894.76030	1984.63657	1667.14238	-3.31753	-11.81221	143.25963	0.37743	-0.78438	0.58769	-0.19838	-0.58552	-0.80710	-0.07587	-0.20470	0.05664	0.97718		894.76030	1984.63657	1667.14238	-3.31725	-11.78945	143.24858	0.42238	-0.78434	0.58787	-0.19805	-0.58572	-0.80697	-0.07568	-0.20432	0.05664	0.97726	
591	59.00000	853.26181	2002.98934	1661.68601	-3.73916	-13.02632	146.01566	0.30524	-0.80785	0.54559	-0.22295	-0.54458	-0.83564	-0.07165	-0.22540	0.06354	0.97219		853.26181	2002.98934	1661.68601	-3.74001	-13.00356	146.00435	0.35183	-0.80782	0.54577	-0.22263	-0.54479	-0.83552	-0.07146	-0.22501	0.06356	0.97228	
592	59.10000	813.69728	2021.37167	1658.91122	-3.86990	-13.65257	149.05975	0.32766	-0.83347	0.49931	-0.23669	-0.49962	-0.86394	-0.06319	-0.23603	0.06558	0.96953		813.69728	2021.37167	1658.91122	-3.87200	-13.62990	149.04813	0.36092	-0.83345	0.49950	-0.23636	-0.49983	-0.86383	-0.06301	-0.23565	0.06563	0.96962	
593	59.20000	779.21201	2038.60806	1658.83600	-2.63437	-12.80288	152.06006	0.26005	-0.86148	0.45905	-0.21710	-0.45690	-0.88728	-0.06311	-0.22160	0.04482	0.97411		779.21201	2038.60806	1658.83600	-2.63767	-12.78032	152.04820	0.32042	-0.86146	0.45924	-0.21677	-0.45712	-0.88718	-0.06293	-0.22121	0.04488	0.97419	
594	59.30000	746.35494	2055.44252	1659.04654	-1.01039	-12.03437	154.59497	0.31760	-0.88345	0.42563	-0.19587	-0.41959	-0.90473	-0.07351	-0.20850	0.01725	0.97787		746.35494	2055.44252	1659.04654	-1.01471	-12.01198	154.58293	0.37650	-0.88343	0.42581	-0.19554	-0.41981	-0.90465	-0.07332	-0.20812	0.01732	0.97795	
595	59.40000	713.26462	2071.50346	1660.62336	-0.17104	-11.87613	157.61201	0.37006	-0.90483	0.38031	-0.19142	-0.37272	-0.92486	-0.07562	-0.20580	0.00292	0.97859		713.26462	2071.50346	1660.62336	-0.17656	-11.85399	157.59973	0.42319	-0.90483	0.38049	-0.19109	-0.37295	-0.92478	-0.07543	-0.20542	0.00302	0.97867	
596	59.50000	683.60478	2081.49524	1662.49348	1.02734	-11.71914	159.99683	0.40160	-0.92009	0.34544	-0.18470	-0.33494	-0.93828	-0.08632	-0.20311	-0.01756	0.97900		683.60478	2081.49524	1662.49348	1.02089	-11.69725	159.98439	0.41602	-0.92009	0.34562	-0.18437	-0.33517	-0.93821	-0.08612	-0.20274	-0.01745	0.97908	
597	59.60000	657.29369	2086.81277	1665.99614	2.12987	-11.58460	162.34392	0.59532	-0.93348	0.31020	-0.17995	-0.29712	-0.94997	-0.09628	-0.20081	-0.03641	0.97895		657.29369	2086.81277	1665.99614	2.12256	-11.56302	162.33134	0.61242	-0.93349	0.31038	-0.17962	-0.29735	-0.94992	-0.09609	-0.20045	-0.03629	0.97903	
598	59.70000	632.59319	2092.59920	1669.01842	2.81756	-11.55018	164.86949	0.51116	-0.94579	0.27020	-0.18022	-0.25573	-0.96160	-0.09965	-0.20023	-0.04816	0.97857		632.59319	2092.59920	1669.01842	2.80927	-11.52894	164.85672	0.54389	-0.94580	0.27038	-0.17989	-0.25596	-0.96156	-0.09946	-0.19986	-0.04802	0.97865	
