Frame	Time	uav X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		6D X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
271	27.00000	-141.35716	1944.92880	1949.15049	-1.58405	4.70141	-174.29445	0.47308	-0.99170	-0.09712	0.08427	0.09908	-0.99489	0.01936	0.08196	0.02755	0.99625		-141.35716	1944.92880	1949.15049	0.59040	2.97216	-175.17915	1.16372	-0.99512	-0.08457	0.05080	0.08393	-0.99636	-0.01463	0.05185	-0.01029	0.99860	
272	27.10000	-174.82680	1954.15801	1953.08336	-1.77628	4.83545	-173.15300	0.43579	-0.98933	-0.11657	0.08735	0.11879	-0.99270	0.02073	0.08429	0.03089	0.99596		-174.82680	1954.15801	1953.08336	0.43262	3.14966	-174.04607	1.05787	-0.99310	-0.10414	0.05386	0.10357	-0.99453	-0.01321	0.05494	-0.00754	0.99846	
273	27.20000	-209.46770	1961.64100	1952.66636	-2.11243	5.03909	-172.26346	0.63040	-0.98707	-0.13132	0.09194	0.13410	-0.99066	0.02471	0.08784	0.03672	0.99546		-209.46770	1961.64100	1952.66636	0.12322	3.38744	-173.16719	1.21240	-0.99116	-0.11910	0.05841	0.11876	-0.99288	-0.00917	0.05909	-0.00215	0.99825	
274	27.30000	-248.35488	1965.18731	1948.34221	-2.33141	4.32970	-172.04257	0.35290	-0.98754	-0.13528	0.08034	0.13804	-0.98998	0.02985	0.07550	0.04056	0.99632		-248.35488	1965.18731	1948.34221	-0.09123	2.68719	-172.91887	0.94694	-0.99128	-0.12320	0.04672	0.12314	-0.99238	-0.00420	0.04688	0.00159	0.99890	
275	27.40000	-288.48360	1965.11896	1941.31352	-2.59774	4.03911	-171.83284	0.35251	-0.98740	-0.13876	0.07609	0.14171	-0.98929	0.03487	0.07044	0.04521	0.99649		-288.48360	1965.11896	1941.31352	-0.35201	2.40496	-172.69833	0.95112	-0.99102	-0.12684	0.04240	0.12698	-0.99190	0.00076	0.04196	0.00614	0.99910	
276	27.50000	-328.10135	1962.25264	1931.74768	-2.75164	3.97637	-172.21306	0.35797	-0.98839	-0.13204	0.07513	0.13516	-0.99009	0.03818	0.06935	0.04789	0.99644		-328.10135	1962.25264	1931.74768	-0.51694	2.32743	-173.07518	0.95700	-0.99189	-0.12020	0.04140	0.12047	-0.99271	0.00406	0.04061	0.00901	0.99913	
277	27.60000	-366.10402	1956.93913	1919.71092	-2.78159	4.37673	-172.74557	0.36501	-0.98910	-0.12245	0.08174	0.12591	-0.99129	0.03852	0.07631	0.04839	0.99591		-366.10402	1956.93913	1919.71092	-0.56163	2.70687	-173.62199	0.96364	-0.99270	-0.11062	0.04802	0.11096	-0.99381	0.00450	0.04723	0.00979	0.99884	
278	27.70000	-402.36265	1950.10879	1906.29101	-2.90940	4.80801	-173.58392	0.38871	-0.99024	-0.10738	0.08886	0.11135	-0.99293	0.04108	0.08382	0.05058	0.99520		-402.36265	1950.10879	1906.29101	-0.71336	3.10562	-174.47470	0.97396	-0.99389	-0.09561	0.05512	0.09614	-0.99534	0.00718	0.05418	0.01243	0.99845	
279	27.80000	-437.21403	1941.95359	1892.40525	-2.86226	5.00851	-174.22902	0.45666	-0.99113	-0.09609	0.09177	0.10017	-0.99413	0.04091	0.08730	0.04974	0.99494		-437.21403	1941.95359	1892.40525	-0.68504	3.28143	-175.12570	1.05372	-0.99475	-0.08428	0.05805	0.08483	-0.99637	0.00705	0.05724	0.01194	0.99829	
280	27.90000	-470.15616	1935.01017	1872.19591	-2.53310	5.39313	-175.04073	0.41493	-0.99185	-0.08222	0.09737	0.08606	-0.99564	0.03591	0.09399	0.04400	0.99460		-470.15616	1935.01017	1872.19591	-0.37985	3.63521	-175.94948	1.01974	-0.99550	-0.07022	0.06371	0.07049	-0.99751	0.00213	0.06340	0.00662	0.99797	
281	28.00000	-504.34773	1931.38538	1846.19191	-2.30226	6.06900	-175.36697	0.38977	-0.99115	-0.07648	0.10854	0.08032	-0.99627	0.03151	0.10573	0.03995	0.99359		-504.34773	1931.38538	1846.19191	-0.15744	4.29844	-176.29997	1.04765	-0.99511	-0.06433	0.07497	0.06435	-0.99793	-0.00209	0.07495	0.00274	0.99718	
282	28.10000	-545.76863	1932.16824	1819.05220	-2.16000	6.06694	-175.17960	0.42121	-0.99088	-0.08000	0.10841	0.08356	-0.99609	0.02868	0.10569	0.03748	0.99369		-545.76863	1932.16824	1819.05220	-0.00924	4.30343	-176.11324	1.03369	-0.99489	-0.06777	0.07488	0.06759	-0.99770	-0.00493	0.07504	0.00016	0.99718	
283	28.20000	-593.48962	1936.53527	1791.15842	-2.11092	5.03336	-175.14876	0.48690	-0.99258	-0.08129	0.09048	0.08424	-0.99601	0.02929	0.08774	0.03669	0.99547		-593.48962	1936.53527	1791.15842	0.03831	3.27183	-176.04369	1.09063	-0.99599	-0.06903	0.05689	0.06888	-0.99761	-0.00460	0.05707	-0.00067	0.99837	
284	28.30000	-643.46231	1942.72232	1760.25918	-1.95850	3.89391	-174.71512	0.34015	-0.99345	-0.08974	0.07073	0.09190	-0.99538	0.02778	0.06791	0.03410	0.99711		-643.46231	1942.72232	1760.25918	0.20178	2.14922	-175.56818	0.95150	-0.99631	-0.07740	0.03712	0.07722	-0.99699	-0.00641	0.03750	-0.00352	0.99929	
285	28.40000	-691.76849	1950.39579	1726.07684	-2.04971	3.36221	-173.70926	0.32222	-0.99227	-0.10742	0.06218	0.10939	-0.99357	0.02913	0.05865	0.03571	0.99764		-691.76849	1950.39579	1726.07684	0.14015	1.65606	-174.54425	0.99307	-0.99505	-0.09515	0.02854	0.09504	-0.99546	-0.00518	0.02890	-0.00245	0.99958	
286	28.50000	-739.59448	1958.47079	1691.16328	-2.75053	2.64460	-172.54768	0.43151	-0.99050	-0.12736	0.05192	0.12956	-0.99070	0.04160	0.04614	0.04794	0.99778		-739.59448	1958.47079	1691.16328	-0.52763	0.98339	-173.35690	1.00669	-0.99314	-0.11552	0.01811	0.11567	-0.99326	0.00716	0.01716	0.00921	0.99981	
287	28.60000	-787.13159	1962.62725	1657.49285	-3.12346	1.78494	-171.67564	0.40476	-0.98898	-0.14288	0.03866	0.14471	-0.98824	0.04941	0.03115	0.05446	0.99803		-787.13159	1962.62725	1657.49285	-0.87577	0.15839	-172.45268	0.98662	-0.99133	-0.13129	0.00475	0.13134	-0.99123	0.01479	0.00276	0.01528	0.99988	
288	28.70000	-833.76236	1961.61615	1623.92495	-3.12545	0.92268	-171.73454	0.53614	-0.98948	-0.14268	0.02375	0.14374	-0.98827	0.05164	0.01610	0.05452	0.99838		-833.76236	1961.61615	1623.92495	-0.87875	-0.70528	-172.47800	1.14185	-0.99132	-0.13108	-0.01019	0.13090	-0.99125	0.01682	-0.01231	0.01534	0.99981	
289	28.80000	-877.56677	1955.95501	1588.53944	-2.65476	1.07140	-172.54936	0.50743	-0.99138	-0.12867	0.02453	0.12965	-0.99061	0.04350	0.01870	0.04631	0.99875		-877.56677	1955.95501	1588.53944	-0.43199	-0.58886	-173.29770	1.07490	-0.99311	-0.11678	-0.00933	0.11670	-0.99313	0.00869	-0.01028	0.00754	0.99992	
290	28.90000	-921.29425	1946.11741	1549.61686	-2.07931	0.67039	-173.31401	0.49304	-0.99313	-0.11593	0.01584	0.11642	-0.99259	0.03467	0.01170	0.03628	0.99927		-921.29425	1946.11741	1549.61686	0.12137	-1.01903	-174.04631	1.05207	-0.99445	-0.10369	-0.01791	0.10371	-0.99461	-0.00026	-0.01778	-0.00212	0.99984	
291	29.00000	-965.07035	1935.28539	1510.64181	-2.19148	0.40236	-173.85582	0.51283	-0.99423	-0.10669	0.01107	0.10703	-0.99356	0.03727	0.00702	0.03824	0.99924		-965.07035	1935.28539	1510.64181	-0.00673	-1.30760	-174.57750	1.05341	-0.99527	-0.09450	-0.02271	0.09447	-0.99552	0.00227	-0.02282	0.00012	0.99974	
292	29.10000	-1006.76776	1922.10792	1475.52925	-1.91061	0.77838	-174.61046	0.45448	-0.99549	-0.09342	0.01665	0.09392	-0.99507	0.03192	0.01358	0.03334	0.99935		-1006.76776	1922.10792	1475.52925	0.25111	-0.96042	-175.34592	1.00331	-0.99656	-0.08107	-0.01706	0.08113	-0.99670	-0.00301	-0.01676	-0.00438	0.99985	
293	29.20000	-1044.46394	1910.63487	1444.93221	-1.67438	1.73744	-175.43811	0.43286	-0.99637	-0.07862	0.03253	0.07950	-0.99648	0.02672	0.03032	0.02921	0.99911		-1044.46394	1910.63487	1444.93221	0.46156	-0.03300	-176.20865	0.96332	-0.99781	-0.06612	-0.00111	0.06612	-0.99778	-0.00800	-0.00058	-0.00806	0.99997	
294	29.30000	-1082.51836	1906.11039	1415.21362	-1.68150	1.19488	-175.46207	0.43910	-0.99665	-0.07848	0.02310	0.07910	-0.99648	0.02760	0.02085	0.02934	0.99935		-1082.51836	1906.11039	1415.21362	0.45383	-0.57616	-176.21242	0.97523	-0.99777	-0.06598	-0.01056	0.06605	-0.99779	-0.00724	-0.01006	-0.00792	0.99992	
295	29.40000	-1120.22237	1911.22808	1389.29935	-2.39583	1.26324	-175.33430	0.46612	-0.99644	-0.08035	0.02535	0.08132	-0.99589	0.03987	0.02205	0.04179	0.99888		-1120.22237	1911.22808	1389.29935	-0.25651	-0.50317	-176.08742	0.99153	-0.99763	-0.06827	-0.00846	0.06823	-0.99766	0.00507	-0.00878	0.00448	0.99995	
296	29.50000	-1156.01297	1921.33703	1365.25806	-3.04886	2.02519	-175.36945	0.42482	-0.99611	-0.07874	0.03947	0.08068	-0.99548	0.05017	0.03534	0.05315	0.99796		-1156.01297	1921.33703	1365.25806	-0.91059	0.25700	-176.15097	0.95070	-0.99773	-0.06705	0.00554	0.06713	-0.99762	0.01556	0.00449	0.01589	0.99986	
297	29.60000	-1190.78003	1935.27239	1341.52831	-3.71390	2.69783	-174.70303	0.40665	-0.99463	-0.08909	0.05275	0.09222	-0.99392	0.06016	0.04707	0.06470	0.99679		-1190.78003	1935.27239	1341.52831	-1.55523	0.95420	-175.51054	0.89916	-0.99679	-0.07780	0.01872	0.07826	-0.99660	0.02575	0.01665	0.02714	0.99949	
298	29.70000	-1226.21550	1951.36369	1323.89571	-4.40156	3.28992	-173.63792	0.35510	-0.99220	-0.10611	0.06537	0.11063	-0.99140	0.06993	0.05739	0.07662	0.99541		-1226.21550	1951.36369	1323.89571	-2.21025	1.58626	-174.46991	0.85178	-0.99496	-0.09523	0.03125	0.09633	-0.99471	0.03572	0.02768	0.03855	0.99887	
299	29.80000	-1264.57744	1966.35751	1318.75370	-5.25429	2.99675	-172.60858	0.34839	-0.99033	-0.12336	0.06341	0.12847	-0.98814	0.08412	0.05228	0.09145	0.99444		-1264.57744	1966.35751	1318.75370	-3.03282	1.33297	-173.43134	0.82427	-0.99317	-0.11301	0.02913	0.11436	-0.99218	0.04990	0.02326	0.05289	0.99833	
300	29.90000	-1304.92813	1972.30540	1314.44258	-5.48498	1.34067	-171.39705	0.46325	-0.98848	-0.14669	0.03733	0.14955	-0.98456	0.09103	0.02340	0.09556	0.99515		-1304.92813	1972.30540	1314.44258	-3.22899	-0.27431	-172.15706	0.97396	-0.99063	-0.13651	0.00295	0.13646	-0.98904	0.05645	-0.00479	0.05633	0.99840	
301	30.00000	-1342.58453	1970.72369	1305.62742	-5.21762	1.11390	-171.30429	0.46342	-0.98832	-0.14881	0.03289	0.15116	-0.98468	0.08697	0.01944	0.09092	0.99567		-1342.58453	1970.72369	1305.62742	-2.95893	-0.49746	-172.05559	0.97616	-0.99037	-0.13847	-0.00145	0.13821	-0.98902	0.05232	-0.00868	0.05162	0.99863	
302	30.10000	-1378.63172	1960.23943	1300.80040	-4.41900	0.76599	-172.19127	0.44971	-0.99064	-0.13444	0.02367	0.13585	-0.98792	0.07452	0.01337	0.07704	0.99694		-1378.63172	1960.23943	1300.80040	-2.18543	-0.87970	-172.92807	0.92070	-0.99228	-0.12361	-0.01053	0.12310	-0.99160	0.03973	-0.01535	0.03813	0.99915	
303	30.20000	-1416.80534	1944.64695	1306.41342	-3.60372	-0.81922	-173.37999	0.56627	-0.99323	-0.11595	-0.00693	0.11527	-0.99126	0.06408	-0.01430	0.06285	0.99792		-1416.80534	1944.64695	1306.41342	-1.40290	-2.50984	-174.05516	1.02787	-0.99367	-0.10461	-0.04101	0.10347	-0.99421	0.02889	-0.04379	0.02446	0.99874	
304	30.30000	-1451.36735	1926.18234	1322.21712	-3.00930	-0.52103	-173.67711	0.58133	-0.99388	-0.11045	-0.00324	0.11013	-0.99249	0.05318	-0.00909	0.05250	0.99858		-1451.36735	1926.18234	1322.21712	-0.81781	-2.22353	-174.36377	1.03322	-0.99442	-0.09875	-0.03720	0.09814	-0.99501	0.01801	-0.03880	0.01426	0.99915	
305	30.40000	-1481.71724	1910.51897	1347.22938	-2.98999	0.28607	-173.63234	0.61490	-0.99382	-0.11050	0.01074	0.11091	-0.99251	0.05129	0.00499	0.05216	0.99863		-1481.71724	1910.51897	1347.22938	-0.79816	-1.41531	-174.34988	1.08737	-0.99484	-0.09879	-0.02321	0.09842	-0.99501	0.01629	-0.02470	0.01393	0.99960	
306	30.50000	-1510.07386	1900.58054	1376.81586	-3.34390	1.06306	-173.30836	0.62133	-0.99302	-0.11525	0.02519	0.11651	-0.99162	0.05577	0.01855	0.05832	0.99813		-1510.07386	1900.58054	1376.81586	-1.14302	-0.62643	-174.05583	1.09924	-0.99456	-0.10376	-0.00881	0.10355	-0.99440	0.02097	-0.01093	0.01995	0.99974	
307	30.60000	-1536.83855	1894.57844	1399.25262	-3.58121	1.51293	-172.73325	0.56085	-0.99162	-0.12461	0.03404	0.12644	-0.99024	0.05863	0.02640	0.06244	0.99770		-1536.83855	1894.57844	1399.25262	-1.36358	-0.15441	-173.49854	1.05186	-0.99357	-0.11326	0.00002	0.11323	-0.99328	0.02395	-0.00269	0.02380	0.99971	
308	30.70000	-1564.33345	1889.63065	1424.80622	-3.13331	1.60621	-172.62767	0.56949	-0.99134	-0.12661	0.03477	0.12827	-0.99045	0.05062	0.02803	0.05464	0.99811		-1564.33345	1889.63065	1424.80622	-0.91255	-0.05710	-173.39670	1.04931	-0.99337	-0.11500	0.00084	0.11499	-0.99324	0.01594	-0.00100	0.01593	0.99987	
309	30.80000	-1591.63214	1887.81963	1460.75805	-2.73114	1.25588	-172.71738	0.58315	-0.99169	-0.12558	0.02776	0.12673	-0.99094	0.04449	0.02192	0.04764	0.99862		-1591.63214	1887.81963	1460.75805	-0.51299	-0.41070	-173.47273	1.08143	-0.99349	-0.11374	-0.00610	0.11367	-0.99347	0.00971	-0.00717	0.00895	0.99993	
310	30.90000	-1614.48615	1890.13542	1504.33080	-2.76050	1.77794	-171.12210	0.54597	-0.98754	-0.15267	0.03805	0.15426	-0.98710	0.04280	0.03103	0.04814	0.99836		-1614.48615	1890.13542	1504.33080	-0.49695	0.17306	-171.89973	1.00862	-0.99002	-0.14087	0.00421	0.14091	-0.98999	0.00816	0.00302	0.00867	0.99996	
311	31.00000	-1633.96251	1894.09039	1551.91058	-2.21787	2.59799	-170.27911	0.50391	-0.98463	-0.16699	0.05118	0.16867	-0.98520	0.03050	0.04533	0.03866	0.99822		-1633.96251	1894.09039	1551.91058	0.06906	1.02589	-171.09029	0.99109	-0.98778	-0.15490	0.01750	0.15485	-0.98793	-0.00396	0.01790	-0.00121	0.99984	
312	31.10000	-1653.56663	1901.87465	1602.21318	-2.00600	3.56704	-168.88072	0.48600	-0.97933	-0.19060	0.06776	0.19248	-0.98105	0.02236	0.06222	0.03494	0.99745		-1653.56663	1901.87465	1602.21318	0.31979	2.05047	-169.73346	1.01584	-0.98336	-0.17842	0.03421	0.17811	-0.98394	-0.01187	0.03578	-0.00558	0.99934	
313	31.20000	-1676.99894	1912.25057	1653.95019	-1.95956	3.37702	-166.98544	0.44494	-0.97262	-0.22310	0.06506	0.22481	-0.97420	0.02006	0.05891	0.03413	0.99768		-1676.99894	1912.25057	1653.95019	0.41498	1.93832	-167.83429	0.92472	-0.97698	-0.21097	0.03154	0.21062	-0.97746	-0.01421	0.03382	-0.00724	0.99940	
314	31.30000	-1700.99872	1920.93014	1703.84819	-1.75413	3.10641	-165.62679	0.42977	-0.96728	-0.24651	0.06007	0.24787	-0.96866	0.01621	0.05419	0.03057	0.99806		-1700.99872	1920.93014	1703.84819	0.65328	1.72449	-166.46690	0.97516	-0.97179	-0.23433	0.02659	0.23390	-0.97209	-0.01813	0.03009	-0.01140	0.99948	
315	31.40000	-1724.07999	1925.94884	1749.53176	-1.47747	3.05198	-164.52138	0.46138	-0.96236	-0.26547	0.05817	0.26650	-0.96378	0.01064	0.05324	0.02575	0.99825		-1724.07999	1925.94884	1749.53176	0.95608	1.71663	-165.36125	0.99287	-0.96710	-0.25317	0.02476	0.25261	-0.96728	-0.02371	0.02996	-0.01668	0.99941	
316	31.50000	-1744.32674	1928.16367	1788.80987	-1.08767	3.32873	-164.03157	0.45964	-0.95979	-0.27400	0.06104	0.27464	-0.96154	0.00228	0.05806	0.01895	0.99813		-1744.32674	1928.16367	1788.80987	1.35756	2.01400	-164.88409	0.98945	-0.96480	-0.26150	0.02774	0.26061	-0.96491	-0.03203	0.03514	-0.02368	0.99910	
317	31.60000	-1762.29509	1927.11590	1820.23814	-0.97980	3.82898	-163.38353	0.53015	-0.95610	-0.28483	0.06887	0.28533	-0.95843	-0.00271	0.06678	0.01706	0.99762		-1762.29509	1927.11590	1820.23814	1.48097	2.54140	-164.25879	1.02069	-0.96155	-0.27231	0.03565	0.27103	-0.96186	-0.03690	0.04434	-0.02582	0.99868	
318	31.70000	-1779.66695	1920.61435	1845.78903	-0.80804	4.58547	-162.01413	0.60478	-0.94809	-0.30768	0.08039	0.30779	-0.95139	-0.01127	0.07995	0.01406	0.99670		-1779.66695	1920.61435	1845.78903	1.68461	3.35621	-162.92526	1.08845	-0.95428	-0.29514	0.04731	0.29312	-0.95500	-0.04528	0.05854	-0.02935	0.99785	
319	31.80000	-1797.57184	1906.32018	1866.65011	0.21958	5.12428	-161.06662	0.61328	-0.94212	-0.32479	0.08324	0.32317	-0.94578	-0.03261	0.08932	-0.00382	0.99600		-1797.57184	1906.32018	1866.65011	2.73378	3.93576	-162.00369	1.07814	-0.94883	-0.31172	0.05047	0.30823	-0.94898	-0.06654	0.06864	-0.04758	0.99651	
320	31.90000	-1814.11439	1885.87365	1883.77779	1.57104	6.39912	-159.97147	0.81711	-0.93367	-0.34523	0.09528	0.34035	-0.93812	-0.06392	0.11145	-0.02725	0.99340		-1814.11439	1885.87365	1883.77779	4.11178	5.25699	-160.96773	1.28666	-0.94136	-0.33147	0.06301	0.32473	-0.94076	-0.09758	0.09162	-0.07140	0.99323	
321	32.00000	-1830.30001	1862.41729	1898.02986	3.11813	7.15065	-158.13983	0.79800	-0.92088	-0.37808	0.09510	0.36945	-0.92420	-0.09676	0.12448	-0.05397	0.99075		-1830.30001	1862.41729	1898.02986	5.69775	6.08936	-159.17538	1.17412	-0.92940	-0.36360	0.06336	0.35350	-0.92631	-0.13032	0.10608	-0.09872	0.98945	
322	32.10000	-1842.94676	1838.39977	1908.52098	4.21598	8.45982	-156.03040	0.88278	-0.90382	-0.41504	0.10420	0.40183	-0.90689	-0.12678	0.14712	-0.07272	0.98644		-1842.94676	1838.39977	1908.52098	6.84033	7.49209	-157.13252	1.09403	-0.91354	-0.40014	0.07300	0.38528	-0.90881	-0.16005	0.13039	-0.11809	0.98441	
323	32.20000	-1854.23100	1816.02108	1915.01871	4.43593	9.95064	-153.01498	0.91178	-0.87772	-0.46431	0.11843	0.44693	-0.88239	-0.14710	0.17280	-0.07618	0.98201		-1854.23100	1816.02108	1915.01871	7.11868	9.11894	-154.19743	1.20785	-0.88892	-0.44960	0.08764	0.42977	-0.88481	-0.18002	0.15848	-0.12236	0.97975	
324	32.30000	-1867.28635	1794.33868	1919.51541	4.22254	10.89706	-149.00827	0.89929	-0.84178	-0.52545	0.12370	0.50563	-0.84775	-0.16020	0.18904	-0.07230	0.97930		-1867.28635	1794.33868	1919.51541	6.96618	10.25106	-150.24983	1.01687	-0.85434	-0.51129	0.09318	0.48830	-0.85108	-0.19295	0.17796	-0.11935	0.97677	
325	32.40000	-1882.07280	1770.89117	1921.48956	4.19876	11.62308	-144.41664	0.93469	-0.79659	-0.59232	0.12081	0.56995	-0.80250	-0.17646	0.20147	-0.07172	0.97687		-1882.07280	1770.89117	1921.48956	6.99384	11.19384	-145.70758	1.00687	-0.81046	-0.57875	0.09059	0.55270	-0.80671	-0.20916	0.19413	-0.11945	0.97368	
326	32.50000	-1897.86927	1746.43037	1921.39984	4.02887	12.62526	-140.26009	0.60746	-0.75036	-0.64953	0.12274	0.62385	-0.75724	-0.19342	0.21857	-0.06856	0.97341		-1897.86927	1746.43037	1921.39984	6.86008	12.39449	-141.61177	0.94113	-0.76555	-0.63664	0.09286	0.60651	-0.76229	-0.22596	0.21464	-0.11666	0.96970	
327	32.60000	-1913.45089	1721.07565	1921.15444	3.64673	13.94280	-135.71918	0.44160	-0.69483	-0.70773	0.12775	0.67761	-0.70378	-0.21342	0.24095	-0.06173	0.96857		-1913.45089	1721.07565	1921.15444	6.50468	13.93003	-137.14621	0.88113	-0.71153	-0.69574	0.09830	0.66013	-0.70982	-0.24573	0.24074	-0.10995	0.96434	
328	32.70000	-1927.98270	1694.94133	1921.15618	2.79736	15.17676	-131.09663	0.64004	-0.63441	-0.76110	0.13510	0.72732	-0.64692	-0.22914	0.26180	-0.04710	0.96397		-1927.98270	1694.94133	1921.15618	5.66449	15.38629	-132.59097	0.66119	-0.65250	-0.75033	0.10602	0.70982	-0.65418	-0.26118	0.26533	-0.09517	0.95945	
329	32.80000	-1937.17624	1666.80832	1921.50753	1.76332	16.01052	-125.96111	0.68531	-0.56446	-0.81402	0.13698	0.77802	-0.58009	-0.24121	0.27581	-0.02958	0.96076		-1937.17624	1666.80832	1921.50753	4.61308	16.46590	-127.49670	0.56741	-0.58375	-0.80469	0.10817	0.76085	-0.58866	-0.27311	0.28344	-0.07713	0.95588	
330	32.90000	-1939.99654	1636.04773	1920.07366	0.77609	16.85653	-120.73260	0.73957	-0.48908	-0.86149	0.13653	0.82263	-0.50761	-0.25615	0.28998	-0.01296	0.95695		-1939.99654	1636.04773	1920.07366	3.58516	17.55878	-122.30239	0.59784	-0.50949	-0.85367	0.10805	0.80586	-0.51740	-0.28791	0.30168	-0.05962	0.95154	
331	33.00000	-1940.79554	1603.87764	1916.57651	-0.31118	17.16563	-116.07028	0.85459	-0.41990	-0.89754	0.13458	0.85824	-0.44091	-0.26272	0.29513	0.00519	0.95544		-1940.79554	1603.87764	1916.57651	2.43507	18.08373	-117.64053	0.54106	-0.44101	-0.89119	0.10624	0.84212	-0.45182	-0.29444	0.31041	-0.04039	0.94975	
332	33.10000	-1940.43226	1568.58097	1912.45724	-1.30548	16.95565	-112.09644	1.43616	-0.35982	-0.92381	0.13078	0.88628	-0.38223	-0.26157	0.29163	0.02179	0.95628		-1940.43226	1568.58097	1912.45724	1.36550	18.05374	-113.63873	0.85627	-0.38123	-0.91879	0.10240	0.87099	-0.39409	-0.29338	0.30991	-0.02266	0.95050	
333	33.20000	-1938.92671	1530.73632	1908.90025	-2.17822	16.22912	-109.00934	1.56215	-0.31274	-0.94132	0.12690	0.90779	-0.33553	-0.25167	0.27948	0.03649	0.95946		-1938.92671	1530.73632	1908.90025	0.41714	17.46401	-110.50049	0.94942	-0.33407	-0.93741	0.09828	0.89349	-0.34816	-0.28364	0.30011	-0.00694	0.95388	
334	33.30000	-1935.75694	1491.61968	1906.18875	-3.11414	15.45093	-106.03040	1.66181	-0.26617	-0.95570	0.12567	0.92638	-0.28965	-0.24067	0.26641	0.05236	0.96244		-1935.75694	1491.61968	1906.18875	-0.59929	16.81458	-107.46828	1.07240	-0.28734	-0.95292	0.09681	0.91310	-0.30305	-0.27278	0.28928	0.01001	0.95719	
335	33.40000	-1933.87970	1452.32406	1903.60751	-3.35462	14.33681	-103.63580	1.83422	-0.22841	-0.96673	0.11514	0.94155	-0.24943	-0.22643	0.24762	0.05669	0.96720		-1933.87970	1452.32406	1903.60751	-0.91604	15.80115	-105.00789	1.33751	-0.24917	-0.96464	0.08595	0.92939	-0.26312	-0.25884	0.27230	0.01538	0.96209	
336	33.50000	-1935.29988	1415.84388	1898.96374	-4.00079	13.22543	-100.83667	1.98916	-0.18302	-0.97677	0.11143	0.95612	-0.20323	-0.21104	0.22878	0.06792	0.97111		-1935.29988	1415.84388	1898.96374	-1.64926	14.80519	-102.14594	1.53967	-0.20342	-0.97566	0.08188	0.94516	-0.21751	-0.24365	0.25553	0.02783	0.96640	
337	33.60000	-1945.22577	1381.23229	1895.72381	-4.35593	11.10448	-97.13120	6.98816	-0.12182	-0.98758	0.09921	0.97369	-0.13830	-0.18113	0.19260	0.07453	0.97844		-1945.22577	1381.23229	1895.72381	-2.12679	12.83420	-98.34018	6.95007	-0.14143	-0.98755	0.06892	0.96471	-0.15311	-0.21425	0.22213	0.03618	0.97435	
338	33.70000	-1955.77680	1339.15353	1893.10105	-3.58196	9.46925	-94.15093	1.67656	-0.07140	-0.99468	0.07420	0.98379	-0.08249	-0.15924	0.16452	0.06162	0.98445		-1955.77680	1339.15353	1893.10105	-1.46788	11.30753	-95.27246	1.93985	-0.09011	-0.99498	0.04352	0.97644	-0.09686	-0.19283	0.19607	0.02512	0.98027	
339	33.80000	-1974.60053	1298.90979	1887.29535	-3.17241	7.54867	-91.62548	1.49341	-0.02812	-0.99786	0.05904	0.99093	-0.03559	-0.12954	0.13137	0.05486	0.98981		-1974.60053	1298.90979	1887.29535	-1.15533	9.47809	-92.66428	1.83850	-0.04585	-0.99856	0.02779	0.98528	-0.04979	-0.16352	0.16467	0.01989	0.98615	
340	33.90000	-1995.63100	1256.91248	1878.22544	-2.51441	5.60589	-89.05260	0.54330	0.01646	-0.99897	0.04225	0.99508	0.01223	-0.09830	0.09769	0.04366	0.99426		-1995.63100	1256.91248	1878.22544	-0.59753	7.62372	-90.01272	0.85105	-0.00022	-0.99995	0.01046	0.99116	-0.00161	-0.13266	0.13267	0.01034	0.99111	
341	34.00000	-2016.65463	1220.73894	1867.46949	-3.26769	4.05592	-87.03230	0.50180	0.05164	-0.99724	0.05327	0.99616	0.04766	-0.07347	0.07073	0.05686	0.99587		-2016.65463	1220.73894	1867.46949	-1.42973	6.14052	-87.93484	0.87142	0.03583	-0.99914	0.02108	0.99362	0.03336	-0.10776	0.10697	0.02481	0.99395	
342	34.10000	-2036.64338	1190.71125	1848.86400	-4.55151	2.10424	-84.91856	0.48764	0.08851	-0.99319	0.07580	0.99540	0.08539	-0.04349	0.03672	0.07930	0.99617		-2036.64338	1190.71125	1848.86400	-2.79755	4.25589	-85.75499	0.86843	0.07382	-0.99634	0.04319	0.99451	0.07032	-0.07753	0.07421	0.04867	0.99605	
343	34.20000	-2054.55767	1160.49141	1822.32243	-4.01317	-0.36672	-81.78953	0.46391	0.14281	-0.98726	0.07018	0.98973	0.14290	-0.00368	-0.00640	0.06998	0.99753		-2054.55767	1160.49141	1822.32243	-2.38304	1.87857	-82.55040	0.99249	0.12958	-0.99088	0.03698	0.99103	0.12819	-0.03787	0.03278	0.04156	0.99860	
