Frame	Time	uav X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]		6D X	Y	Z	Roll	Pitch	Yaw	Residual	Rot[0]	Rot[1]	Rot[2]	Rot[3]	Rot[4]	Rot[5]	Rot[6]	Rot[7]	Rot[8]	
560	55.90000	1982.63264	-1661.06038	1971.53004	5.66868	-17.26544	60.43308	0.55316	0.47121	0.85106	0.23165	-0.83059	0.51653	-0.20815	-0.29680	-0.09432	0.95027		1982.63264	-1661.06038	1971.53004	2.86757	-18.02234	58.84452	1.10263	0.49198	0.84669	0.20268	-0.81378	0.52996	-0.23855	-0.30939	-0.04757	0.94975	
561	56.00000	1982.03814	-1632.59764	1971.37276	6.86171	-15.96153	65.39391	0.34003	0.40032	0.88900	0.22230	-0.87414	0.44327	-0.19848	-0.27499	-0.11487	0.95456		1982.03814	-1632.59764	1971.37276	4.15794	-16.94799	63.88874	0.92623	0.42100	0.88628	0.19306	-0.85894	0.45794	-0.22915	-0.29150	-0.06936	0.95405	
562	56.10000	1978.09095	-1600.06533	1969.70980	7.92345	-14.83268	70.02379	0.35186	0.33025	0.91881	0.21618	-0.90852	0.37153	-0.19120	-0.25600	-0.13326	0.95745		1978.09095	-1600.06533	1969.70980	5.32588	-16.02689	68.59354	1.01346	0.35080	0.91764	0.18675	-0.89483	0.38726	-0.22205	-0.27609	-0.08921	0.95698	
563	56.20000	1969.71283	-1564.29154	1968.73042	8.65148	-13.57743	72.68399	0.65489	0.28932	0.93330	0.21269	-0.92800	0.32797	-0.17680	-0.23476	-0.14622	0.96099		1969.71283	-1564.29154	1968.73042	6.12962	-14.88753	71.32549	1.04212	0.30944	0.93315	0.18295	-0.91555	0.34435	-0.20782	-0.25692	-0.10319	0.96091	
564	56.30000	1957.16787	-1527.71751	1966.84310	9.54155	-12.62743	75.22865	0.97078	0.24880	0.94433	0.21525	-0.94356	0.28647	-0.16620	-0.21861	-0.16175	0.96231		1957.16787	-1527.71751	1966.84310	7.09247	-14.04578	73.92560	1.32213	0.26861	0.94525	0.18533	-0.93217	0.30356	-0.19724	-0.24270	-0.11978	0.96268	
565	56.40000	1942.48686	-1491.08862	1965.23444	10.84783	-11.52186	77.31634	0.47622	0.21514	0.94991	0.22668	-0.95594	0.25232	-0.15006	-0.19974	-0.18441	0.96234		1942.48686	-1491.08862	1965.23444	8.46345	-13.02836	76.06992	0.96638	0.23454	0.95203	0.19653	-0.94561	0.27032	-0.18099	-0.22543	-0.14339	0.96365	
566	56.50000	1930.81407	-1452.73013	1962.07243	11.63506	-10.28528	79.63263	0.95246	0.17707	0.95698	0.22986	-0.96787	0.21168	-0.13573	-0.17855	-0.19844	0.96371		1930.81407	-1452.73013	1962.07243	9.32512	-11.88661	78.44833	1.32635	0.19596	0.96011	0.19946	-0.95874	0.23030	-0.16669	-0.20598	-0.15856	0.96563	
567	56.60000	1921.96116	-1412.90752	1958.86307	12.30299	-9.06017	82.60934	0.82688	0.12703	0.96460	0.23110	-0.97932	0.15896	-0.12517	-0.15747	-0.21042	0.96484		1921.96116	-1412.90752	1958.86307	10.09045	-10.77794	81.48833	1.12960	0.14540	0.96884	0.20052	-0.97154	0.17812	-0.15615	-0.18700	-0.17211	0.96716	
568	56.70000	1918.50387	-1369.18062	1961.09677	12.03754	-7.76434	84.53246	0.68201	0.09441	0.97088	0.22019	-0.98632	0.12123	-0.11166	-0.13510	-0.20664	0.96904		1918.50387	-1369.18062	1961.09677	9.89335	-9.55519	83.46985	1.16498	0.11215	0.97549	0.18930	-0.97973	0.14037	-0.14293	-0.16600	-0.16943	0.97146	
569	56.80000	1917.83115	-1324.79486	1958.99254	11.88695	-6.86321	85.81010	0.60528	0.07254	0.97414	0.21397	-0.99018	0.09604	-0.10157	-0.11950	-0.20451	0.97154		1917.83115	-1324.79486	1958.99254	9.78932	-8.70155	84.78656	1.00886	0.08982	0.97903	0.18287	-0.98440	0.11516	-0.13302	-0.15129	-0.16807	0.97410	
570	56.90000	1920.56725	-1282.90659	1953.99219	12.38227	-5.97210	87.86868	0.58965	0.03699	0.97523	0.21806	-0.99388	0.05862	-0.09358	-0.10404	-0.21327	0.97144		1920.56725	-1282.90659	1953.99219	10.35789	-7.88465	86.88528	0.78064	0.05382	0.98091	0.18686	-0.98908	0.07808	-0.12498	-0.13718	-0.17810	0.97440	
571	57.00000	1926.64254	-1243.71634	1948.42671	13.18172	-5.07716	89.76997	0.91187	0.00400	0.97356	0.22838	-0.99607	0.02409	-0.08525	-0.08850	-0.22715	0.96983		1926.64254	-1243.71634	1948.42671	11.22621	-7.05579	88.82408	1.06046	0.02037	0.98017	0.19711	-0.99222	0.04404	-0.11646	-0.12284	-0.19321	0.97344	
572	57.10000	1935.34624	-1204.56715	1940.59563	13.68912	-3.76820	91.79831	0.55005	-0.03131	0.97160	0.23453	-0.99735	-0.01494	-0.07125	-0.06572	-0.23614	0.96949		1935.34624	-1204.56715	1940.59563	11.80963	-5.81497	90.90210	1.01875	-0.01566	0.97904	0.20307	-0.99473	0.00532	-0.10238	-0.10132	-0.20361	0.97380	
573	57.20000	1944.43409	-1166.89706	1926.75632	14.32798	-2.11923	94.01234	0.48863	-0.06992	0.96716	0.24436	-0.99687	-0.05867	-0.05306	-0.03698	-0.24730	0.96823		1944.43409	-1166.89706	1926.75632	12.53386	-4.23787	93.17357	1.04350	-0.05521	0.97556	0.21269	-0.99574	-0.03803	-0.08404	-0.07390	-0.21642	0.97350	
574	57.30000	1951.39217	-1128.81346	1909.75618	14.63935	-0.73010	95.22936	0.49553	-0.09114	0.96380	0.25056	-0.99576	-0.08498	-0.03531	-0.01274	-0.25271	0.96746		1951.39217	-1128.81346	1909.75618	12.89346	-2.88709	94.43493	1.08205	-0.07723	0.97274	0.21867	-0.99574	-0.06417	-0.06621	-0.05037	-0.22286	0.97355	
575	57.40000	1953.49367	-1087.95732	1893.76472	14.24956	0.38232	95.70168	0.47188	-0.09935	0.96427	0.24557	-0.99503	-0.09793	-0.01802	0.00667	-0.24614	0.96921		1953.49367	-1087.95732	1893.76472	12.52283	-1.78951	94.94113	1.05832	-0.08609	0.97317	0.21340	-0.99580	-0.07734	-0.04905	-0.03123	-0.21672	0.97573	
576	57.50000	1952.63434	-1041.91368	1876.28070	13.26576	1.29511	96.36405	0.49854	-0.11082	0.96674	0.23049	-0.99358	-0.11304	-0.00357	0.02260	-0.22941	0.97307		1952.63434	-1041.91368	1876.28070	11.56478	-0.89687	95.63060	1.06559	-0.09810	0.97528	0.19800	-0.99505	-0.09300	-0.03493	-0.01565	-0.20045	0.97958	
577	57.60000	1948.76654	-991.42734	1855.18999	11.30198	2.29426	97.26219	0.49439	-0.12631	0.97175	0.19937	-0.99118	-0.13174	0.01417	0.04003	-0.19582	0.97982		1948.76654	-991.42734	1855.18999	9.63577	0.07542	96.55726	1.03711	-0.11420	0.97942	0.16644	-0.99346	-0.11280	-0.01783	0.00132	-0.16738	0.98589	
578	57.70000	1941.81630	-939.68141	1832.17613	9.59367	2.85505	97.26019	0.56318	-0.12622	0.97706	0.17153	-0.99075	-0.13284	0.02766	0.04981	-0.16645	0.98479		1941.81630	-939.68141	1832.17613	7.92723	0.63589	96.57144	1.07217	-0.11443	0.98376	0.13827	-0.99337	-0.11487	-0.00486	0.01110	-0.13791	0.99038	
579	57.80000	1933.12501	-888.96191	1811.04426	8.18133	2.85038	96.64724	0.47354	-0.11561	0.98235	0.14705	-0.99205	-0.12161	0.03242	0.04973	-0.14213	0.98860		1933.12501	-888.96191	1811.04426	6.49130	0.64934	95.95951	1.02756	-0.10382	0.98809	0.11361	-0.99453	-0.10443	-0.00054	0.01133	-0.11305	0.99353	
580	57.90000	1925.57920	-841.60176	1785.57710	7.00746	2.57637	96.39954	0.48346	-0.11135	0.98573	0.12621	-0.99276	-0.11608	0.03074	0.04495	-0.12188	0.99153		1925.57920	-841.60176	1785.57710	5.30802	0.38277	95.70409	1.01465	-0.09939	0.99072	0.09271	-0.99503	-0.09958	-0.00258	0.00668	-0.09251	0.99569	
581	58.00000	1920.77990	-797.48380	1753.47811	6.58974	2.37322	95.79790	0.39093	-0.10093	0.98783	0.11833	-0.99403	-0.10508	0.02933	0.04141	-0.11466	0.99254		1920.77990	-797.48380	1753.47811	4.86741	0.19770	95.09726	0.96245	-0.08885	0.99243	0.08482	-0.99604	-0.08882	-0.00411	0.00345	-0.08485	0.99639	
582	58.10000	1916.35990	-753.64505	1721.89660	6.21424	1.83064	95.17475	0.39812	-0.09015	0.98976	0.11067	-0.99542	-0.09311	0.02186	0.03195	-0.10819	0.99362		1916.35990	-753.64505	1721.89660	4.46840	-0.32573	94.45844	0.94032	-0.07773	0.99398	0.07723	-0.99696	-0.07706	-0.01171	-0.00569	-0.07791	0.99694	
583	58.20000	1911.81236	-710.98875	1685.25531	5.56803	0.87872	95.10358	0.33469	-0.08895	0.99120	0.09800	-0.99592	-0.09002	0.00657	0.01534	-0.09702	0.99516		1911.81236	-710.98875	1685.25531	3.81912	-1.27504	94.35831	0.93048	-0.07597	0.99501	0.06473	-0.99686	-0.07435	-0.02720	-0.02225	-0.06659	0.99753	
584	58.30000	1911.70411	-672.07767	1640.72627	5.73990	0.27487	95.24397	0.38017	-0.09140	0.99078	0.10003	-0.99580	-0.09142	-0.00439	0.00480	-0.10001	0.99497		1911.70411	-672.07767	1640.72627	3.99554	-1.88282	94.48022	1.03237	-0.07807	0.99470	0.06691	-0.99641	-0.07564	-0.03812	-0.03286	-0.06964	0.99703	
585	58.40000	1919.05489	-634.28881	1598.22226	5.59726	-0.20389	95.41212	0.40133	-0.09432	0.99083	0.09677	-0.99554	-0.09352	-0.01273	-0.00356	-0.09753	0.99523		1919.05489	-634.28881	1598.22226	3.85873	-2.36654	94.63381	1.05072	-0.08072	0.99470	0.06375	-0.99588	-0.07783	-0.04650	-0.04129	-0.06724	0.99688	
586	58.50000	1929.90673	-598.45713	1566.75004	5.50673	0.13049	96.00851	0.33976	-0.10468	0.98989	0.09567	-0.99450	-0.10441	-0.00779	0.00228	-0.09596	0.99538		1929.90673	-598.45713	1566.75004	3.79137	-2.05036	95.24051	0.95577	-0.09128	0.99386	0.06259	-0.99518	-0.08878	-0.04159	-0.03578	-0.06608	0.99717	
587	58.60000	1935.36305	-560.57175	1538.47330	4.84188	-0.24814	95.84425	0.53211	-0.10182	0.99129	0.08353	-0.99479	-0.10110	-0.01289	-0.00433	-0.08441	0.99642		1935.36305	-560.57175	1538.47330	3.11953	-2.42387	95.06467	1.12041	-0.08820	0.99482	0.05048	-0.99520	-0.08586	-0.04687	-0.04229	-0.05437	0.99762	
588	58.70000	1936.01191	-521.00515	1507.33301	4.19724	-0.31999	96.56505	0.64666	-0.11433	0.99082	0.07207	-0.99343	-0.11362	-0.01390	-0.00558	-0.07319	0.99730		1936.01191	-521.00515	1507.33301	2.50216	-2.51713	95.78362	1.28120	-0.10067	0.99415	0.03901	-0.99395	-0.09877	-0.04805	-0.04392	-0.04361	0.99808	
589	58.80000	1936.33682	-481.43969	1470.51639	3.35670	-0.23574	96.90607	0.59689	-0.12024	0.99107	0.05763	-0.99274	-0.11980	-0.01112	-0.00411	-0.05855	0.99828		1936.33682	-481.43969	1470.51639	1.67467	-2.44275	96.12741	1.25064	-0.10664	0.99400	0.02451	-0.99338	-0.10546	-0.04548	-0.04262	-0.02920	0.99866	
590	58.90000	1936.83429	-441.87365	1430.92365	2.37061	0.24519	96.49134	0.63535	-0.11305	0.99272	0.04158	-0.99358	-0.11313	-0.00043	0.00428	-0.04136	0.99914		1936.83429	-441.87365	1430.92365	0.67326	-1.94987	95.72672	1.29440	-0.09973	0.99498	0.00830	-0.99443	-0.09938	-0.03503	-0.03403	-0.01174	0.99935	
591	59.00000	1933.58895	-403.87183	1393.02273	1.62413	0.56115	96.02466	0.68341	-0.10495	0.99405	0.02921	-0.99443	-0.10519	0.00676	0.00979	-0.02834	0.99955		1933.58895	-403.87183	1393.02273	-0.09078	-1.62019	95.26941	1.32987	-0.09180	0.99577	-0.00417	-0.99538	-0.09188	-0.02801	-0.02827	0.00158	0.99960	
592	59.10000	1924.76850	-366.69221	1366.29161	1.05019	0.50339	95.16908	0.62594	-0.09009	0.99575	0.01905	-0.99589	-0.09024	0.00710	0.00879	-0.01833	0.99979		1924.76850	-366.69221	1366.29161	-0.69709	-1.65201	94.41225	1.25885	-0.07690	0.99694	-0.01435	-0.99662	-0.07728	-0.02781	-0.02883	0.01216	0.99951	
593	59.20000	1912.73114	-329.77948	1358.12621	0.55800	0.14976	93.85249	0.49935	-0.06719	0.99769	0.00989	-0.99774	-0.06721	0.00195	0.00261	-0.00974	0.99995		1912.73114	-329.77948	1358.12621	-1.23840	-1.96485	93.08479	1.10732	-0.05378	0.99828	-0.02343	-0.99796	-0.05454	-0.03307	-0.03429	0.02160	0.99918	
594	59.30000	1906.81624	-288.75426	1361.96103	-0.56848	0.06692	92.81576	0.64502	-0.04912	0.99874	-0.00985	-0.99879	-0.04911	0.00165	0.00117	0.00992	0.99995		1906.81624	-288.75426	1361.96103	-2.40323	-2.01468	92.04523	1.25063	-0.03567	0.99843	-0.04316	-0.99875	-0.03713	-0.03361	-0.03516	0.04191	0.99850	
595	59.40000	1907.90097	-245.25249	1365.66595	-1.86113	0.38073	92.68346	0.41181	-0.04682	0.99839	-0.03213	-0.99888	-0.04658	0.00815	0.00664	0.03248	0.99945		1907.90097	-245.25249	1365.66595	-3.70003	-1.69688	91.92314	1.03176	-0.03354	0.99729	-0.06549	-0.99900	-0.03540	-0.02737	-0.02961	0.06450	0.99748	
596	59.50000	1911.75294	-207.55506	1365.20400	-2.37799	0.22822	92.91096	0.40634	-0.05078	0.99786	-0.04124	-0.99870	-0.05058	0.00608	0.00398	0.04149	0.99913		1911.75294	-207.55506	1365.20400	-4.20879	-1.85656	92.14576	1.03210	-0.03742	0.99651	-0.07455	-0.99877	-0.03972	-0.02954	-0.03240	0.07335	0.99678	
597	59.60000	1922.22654	-177.30831	1375.28844	-2.41231	0.47193	93.44631	0.41747	-0.06011	0.99733	-0.04152	-0.99816	-0.05971	0.01074	0.00824	0.04209	0.99908		1922.22654	-177.30831	1375.28844	-4.22327	-1.63002	92.68884	1.05160	-0.04689	0.99609	-0.07489	-0.99849	-0.04888	-0.02488	-0.02845	0.07361	0.99688	
598	59.70000	1934.46249	-152.68278	1401.08681	-1.18922	0.78061	93.74476	0.55192	-0.06531	0.99767	-0.01982	-0.99777	-0.06502	0.01495	0.01362	0.02075	0.99969		1934.46249	-152.68278	1401.08681	-2.98914	-1.33098	92.99683	1.16390	-0.05227	0.99721	-0.05329	-0.99836	-0.05342	-0.02044	-0.02323	0.05213	0.99837	
599	59.80000	1944.42049	-129.61193	1442.59306	-0.71123	0.63443	93.67670	0.49548	-0.06412	0.99787	-0.01168	-0.99788	-0.06398	0.01184	0.01107	0.01241	0.99986		1944.42049	-129.61193	1442.59306	-2.51373	-1.47499	92.92416	1.13497	-0.05100	0.99768	-0.04511	-0.99837	-0.05209	-0.02344	-0.02574	0.04384	0.99871	
600	59.90000	1951.89955	-109.99784	1489.97263	0.60797	0.72512	94.17862	0.58506	-0.07286	0.99728	0.01150	-0.99726	-0.07300	0.01185	0.01266	-0.01061	0.99986		1951.89955	-109.99784	1489.97263	-1.17579	-1.39996	93.42889	1.13358	-0.05979	0.99797	-0.02194	-0.99791	-0.06030	-0.02316	-0.02443	0.02051	0.99949	
601	60.00000	1958.07735	-87.87423	1538.27997	0.84579	1.13297	94.83363	0.59915	-0.08425	0.99631	0.01637	-0.99625	-0.08454	0.01846	0.01977	-0.01476	0.99970		1958.07735	-87.87423	1538.27997	-0.91331	-1.01253	94.09628	1.13666	-0.07142	0.99730	-0.01716	-0.99729	-0.07170	-0.01649	-0.01767	0.01594	0.99972	
602	60.10000	1961.48016	-62.20538	1589.20910	0.26407	1.68449	94.63213	0.65558	-0.08072	0.99671	0.00697	-0.99630	-0.08089	0.02893	0.02940	-0.00461	0.99956		1961.48016	-62.20538	1589.20910	-1.50243	-0.45506	93.91187	1.18580	-0.06822	0.99731	-0.02670	-0.99764	-0.06841	-0.00613	-0.00794	0.02622	0.99962	
603	60.20000	1962.16898	-37.81541	1641.89629	0.20587	2.18855	94.56717	0.76167	-0.07957	0.99681	0.00662	-0.99610	-0.07976	0.03778	0.03819	-0.00359	0.99926		1962.16898	-37.81541	1641.89629	-1.56299	0.05065	93.86246	1.28244	-0.06736	0.99736	-0.02715	-0.99773	-0.06731	0.00272	0.00088	0.02728	0.99963	
604	60.30000	1959.67581	-16.49508	1694.17406	1.02976	2.83195	94.67113	0.78208	-0.08134	0.99645	0.02193	-0.99546	-0.08231	0.04777	0.04941	-0.01795	0.99862		1959.67581	-16.49508	1694.17406	-0.73535	0.69051	93.98610	1.30659	-0.06951	0.99751	-0.01197	-0.99751	-0.06935	0.01291	0.01205	0.01283	0.99985	
605	60.40000	1954.43873	4.83534	1743.54077	1.89085	3.53346	93.97606	0.61043	-0.06921	0.99691	0.03719	-0.99570	-0.07133	0.05916	0.06163	-0.03293	0.99756		1954.43873	4.83534	1743.54077	0.09963	1.41326	93.31419	1.15145	-0.05779	0.99832	0.00316	-0.99802	-0.05785	0.02452	0.02466	-0.00174	0.99969	
606	60.50000	1944.98290	27.06282	1785.38254	3.27282	3.58974	93.21603	0.63304	-0.05599	0.99660	0.06051	-0.99647	-0.05958	0.05921	0.06261	-0.05698	0.99641		1944.98290	27.06282	1785.38254	1.45361	1.49347	92.55763	1.09161	-0.04461	0.99865	0.02651	-0.99866	-0.04527	0.02490	0.02606	-0.02536	0.99934	
607	60.60000	1935.03247	52.57218	1820.29604	2.97343	3.41138	92.61135	0.58474	-0.04548	0.99748	0.05453	-0.99719	-0.04858	0.05700	0.05950	-0.05178	0.99688		1935.03247	52.57218	1820.29604	1.13236	1.33448	91.94852	1.03150	-0.03399	0.99921	0.02054	-0.99915	-0.03445	0.02260	0.02329	-0.01976	0.99953	
608	60.70000	1924.87735	77.92223	1850.83279	3.45675	2.94674	92.89028	0.61602	-0.05036	0.99675	0.06281	-0.99741	-0.05343	0.04821	0.05141	-0.06022	0.99686		1924.87735	77.92223	1850.83279	1.62612	0.86118	92.21208	1.05679	-0.03859	0.99884	0.02894	-0.99914	-0.03901	0.01392	0.01503	-0.02837	0.99948	
609	60.80000	1916.38795	106.02616	1876.74681	3.49739	2.24793	93.15548	0.59387	-0.05500	0.99649	0.06307	-0.99772	-0.05733	0.03573	0.03922	-0.06096	0.99737		1916.38795	106.02616	1876.74681	1.67663	0.15427	92.45459	1.03269	-0.04283	0.99865	0.02935	-0.99908	-0.04289	0.00144	0.00269	-0.02926	0.99957	
610	60.90000	1912.28909	139.09051	1895.72484	2.56289	1.99569	93.13068	0.56232	-0.05458	0.99742	0.04655	-0.99790	-0.05611	0.03230	0.03482	-0.04469	0.99839		1912.28909	139.09051	1895.72484	0.74124	-0.09705	92.42182	1.01477	-0.04226	0.99902	0.01285	-0.99911	-0.04223	-0.00224	-0.00169	-0.01294	0.99991	
611	61.00000	1911.93721	171.34275	1909.18935	3.02168	1.80772	93.32766	0.56092	-0.05802	0.99683	0.05445	-0.99782	-0.05963	0.02839	0.03155	-0.05269	0.99811		1911.93721	171.34275	1909.18935	1.20716	-0.29118	92.61258	0.99886	-0.04558	0.99874	0.02081	-0.99895	-0.04547	-0.00604	-0.00508	-0.02107	0.99977	
612	61.10000	1915.23359	201.93873	1919.35902	3.72291	1.93528	94.60400	0.71667	-0.08022	0.99449	0.06743	-0.99620	-0.08228	0.02838	0.03377	-0.06489	0.99732		1915.23359	201.93873	1919.35902	1.95563	-0.20348	93.89172	1.13008	-0.06787	0.99712	0.03381	-0.99769	-0.06771	-0.00586	-0.00355	-0.03413	0.99941	
613	61.20000	1919.55579	230.06767	1929.92478	4.96964	2.06627	95.74825	0.72136	-0.10009	0.99092	0.08979	-0.99432	-0.10289	0.02706	0.03606	-0.08657	0.99559		1919.55579	230.06767	1929.92478	3.24536	-0.10752	95.03857	1.16374	-0.08783	0.99455	0.05623	-0.99613	-0.08758	-0.00684	-0.00188	-0.05661	0.99839	
614	61.30000	1921.36033	258.04395	1937.08322	5.75792	1.78344	96.35355	0.69594	-0.11061	0.98850	0.10314	-0.99338	-0.11321	0.01967	0.03112	-0.10028	0.99447		1921.36033	258.04395	1937.08322	4.05663	-0.40836	95.63474	1.14137	-0.09818	0.99272	0.06970	-0.99514	-0.09744	-0.01402	-0.00713	-0.07074	0.99747	
615	61.40000	1922.32629	287.79698	1940.54425	6.03144	1.65439	96.88460	0.67598	-0.11982	0.98693	0.10776	-0.99238	-0.12222	0.01591	0.02887	-0.10503	0.99405		1922.32629	287.79698	1940.54425	4.35049	-0.55320	96.16138	1.18888	-0.10732	0.99144	0.07439	-0.99418	-0.10629	-0.01771	-0.00965	-0.07585	0.99707	
616	61.50000	1919.85194	324.23906	1943.34664	4.93131	1.09872	96.96308	0.68482	-0.12121	0.98875	0.08764	-0.99244	-0.12242	0.00854	0.01918	-0.08595	0.99612		1919.85194	324.23906	1943.34664	3.25313	-1.11073	96.22369	1.13841	-0.10839	0.99262	0.05431	-0.99392	-0.10714	-0.02539	-0.01938	-0.05674	0.99820	
617	61.60000	1915.06104	367.14556	1945.58549	3.63017	1.13243	96.58061	0.74594	-0.11458	0.99127	0.06516	-0.99322	-0.11561	0.01234	0.01976	-0.06330	0.99780		1915.06104	367.14556	1945.58549	1.93721	-1.06580	95.84235	1.21659	-0.10177	0.99430	0.03174	-0.99463	-0.10111	-0.02193	-0.01860	-0.03380	0.99926	
618	61.70000	1906.43769	408.60614	1946.58382	3.02289	0.82927	95.99829	0.72147	-0.10449	0.99306	0.05396	-0.99442	-0.10511	0.00886	0.01447	-0.05273	0.99850		1906.43769	408.60614	1946.58382	1.30755	-1.35150	95.25125	1.21130	-0.09150	0.99559	0.02057	-0.99553	-0.09096	-0.02557	-0.02359	-0.02281	0.99946	
619	61.80000	1896.25541	445.34281	1949.22921	3.42134	0.66525	95.43797	0.70769	-0.09476	0.99366	0.06051	-0.99543	-0.09529	0.00588	0.01161	-0.05967	0.99815		1896.25541	445.34281	1949.22921	1.68463	-1.49854	94.68617	1.20814	-0.08167	0.99629	0.02716	-0.99632	-0.08090	-0.02845	-0.02615	-0.02939	0.99923	
620	61.90000	1886.63128	475.39232	1956.06749	4.64068	0.48614	94.78577	0.50083	-0.08343	0.99319	0.08133	-0.99648	-0.08384	0.00168	0.00848	-0.08090	0.99669		1886.63128	475.39232	1956.06749	2.87937	-1.65757	94.02869	1.04968	-0.07023	0.99637	0.04808	-0.99711	-0.06872	-0.03235	-0.02893	-0.05021	0.99832	
621	62.00000	1880.18826	500.29714	1960.43527	5.97281	0.41047	94.42593	0.49784	-0.07717	0.99155	0.10430	-0.99699	-0.07749	-0.00093	0.00716	-0.10405	0.99455		1880.18826	500.29714	1960.43527	4.19805	-1.72223	93.66644	1.04312	-0.06392	0.99542	0.07114	-0.99750	-0.06158	-0.03459	-0.03005	-0.07317	0.99687	
622	62.10000	1876.56260	525.44086	1963.29637	6.73258	0.50106	94.40567	0.66900	-0.07681	0.99009	0.11756	-0.99701	-0.07731	-0.00035	0.00875	-0.11723	0.99307		1876.56260	525.44086	1963.29637	4.95707	-1.63099	93.64901	1.15481	-0.06362	0.99440	0.08443	-0.99757	-0.06095	-0.03380	-0.02846	-0.08637	0.99586	
623	62.20000	1875.56330	556.86868	1967.39434	6.30584	0.54725	94.05736	0.68614	-0.07075	0.99138	0.11023	-0.99745	-0.07137	0.00170	0.00955	-0.10983	0.99390		1875.56330	556.86868	1967.39434	4.51743	-1.57396	93.30219	1.18315	-0.05758	0.99536	0.07705	-0.99796	-0.05526	-0.03187	-0.02747	-0.07873	0.99652	
624	62.30000	1875.50261	595.72985	1968.19825	5.85139	0.37749	93.38934	1.29576	-0.05912	0.99301	0.10216	-0.99823	-0.05948	0.00052	0.00659	-0.10195	0.99477		1875.50261	595.72985	1968.19825	4.03795	-1.72272	92.62878	1.74615	-0.04584	0.99656	0.06897	-0.99850	-0.04364	-0.03319	-0.03006	-0.07039	0.99707	
625	62.40000	1874.77724	636.68447	1963.86439	5.49154	0.12571	93.87284	1.42731	-0.06754	0.99312	0.09563	-0.99771	-0.06744	-0.00428	0.00219	-0.09570	0.99541		1874.77724	636.68447	1963.86439	3.69565	-1.98979	93.10418	1.84047	-0.05412	0.99658	0.06249	-0.99793	-0.05180	-0.03809	-0.03472	-0.06442	0.99732	
626	62.50000	1875.77258	678.91950	1958.60783	5.68837	-0.50976	94.68159	1.20470	-0.08162	0.99183	0.09806	-0.99662	-0.08034	-0.01691	-0.00890	-0.09911	0.99504		1875.77258	678.91950	1958.60783	3.92180	-2.65013	93.89345	1.64376	-0.06783	0.99557	0.06510	-0.99663	-0.06459	-0.05067	-0.04624	-0.06832	0.99659	
627	62.60000	1880.20194	720.17959	1957.93892	5.98471	-0.67391	95.81561	0.84352	-0.10132	0.98956	0.10254	-0.99478	-0.09956	-0.02220	-0.01176	-0.10426	0.99448		1880.20194	720.17959	1957.93892	4.26097	-2.84845	95.02360	1.24628	-0.08746	0.99373	0.06967	-0.99493	-0.08365	-0.05587	-0.04969	-0.07421	0.99600	
628	62.70000	1887.05970	761.99438	1957.64170	6.06728	-0.45029	96.79846	0.85173	-0.11837	0.98750	0.10403	-0.99294	-0.11689	-0.02027	-0.00786	-0.10569	0.99437		1887.05970	761.99438	1957.64170	4.38140	-2.65420	96.01371	1.29762	-0.10465	0.99196	0.07114	-0.99343	-0.10094	-0.05392	-0.04631	-0.07631	0.99601	
629	62.80000	1893.40880	802.58784	1951.47308	6.93894	0.01206	97.06158	0.86877	-0.12294	0.98514	0.11992	-0.99241	-0.12206	-0.01464	0.00021	-0.12081	0.99268		1893.40880	802.58784	1951.47308	5.26375	-2.19979	96.29052	1.30387	-0.10949	0.99017	0.08700	-0.99325	-0.10561	-0.04804	-0.03838	-0.09167	0.99505	
630	62.90000	1896.60096	846.06342	1944.93257	6.98260	0.35794	96.72684	0.82399	-0.11713	0.98566	0.12146	-0.99310	-0.11702	-0.00808	0.00625	-0.12157	0.99256		1896.60096	846.06342	1944.93257	5.29490	-1.84424	95.96586	1.26799	-0.10388	0.99065	0.08845	-0.99407	-0.10054	-0.04146	-0.03218	-0.09223	0.99522	
631	63.00000	1895.93804	892.95479	1935.72231	6.63798	0.68931	96.36367	0.82991	-0.11083	0.98702	0.11621	-0.99377	-0.11148	-0.00094	0.01203	-0.11559	0.99322		1895.93804	892.95479	1935.72231	4.93659	-1.50222	95.61254	1.27974	-0.09777	0.99173	0.08309	-0.99486	-0.09519	-0.03441	-0.02622	-0.08602	0.99595	
632	63.10000	1891.93040	941.14149	1920.37330	6.51729	1.14126	96.14801	0.87023	-0.10708	0.98758	0.11497	-0.99405	-0.10865	0.00752	0.01992	-0.11348	0.99334		1891.93040	941.14149	1920.37330	4.80797	-1.04409	95.41039	1.30558	-0.09427	0.99219	0.08173	-0.99538	-0.09244	-0.02598	-0.01822	-0.08380	0.99632	
633	63.20000	1886.54240	989.75901	1900.95819	6.44081	1.75250	95.33455	0.94549	-0.09293	0.98907	0.11452	-0.99520	-0.09580	0.01983	0.03058	-0.11212	0.99322		1886.54240	989.75901	1900.95819	4.70073	-0.40858	94.61589	1.39237	-0.08047	0.99345	0.08111	-0.99673	-0.07962	-0.01368	-0.00713	-0.08195	0.99661	
